seed_id,candidate_id,candidate_rank,nid,news_id,summary,original_title,category,subvert,original_clickbait_penalty,original_predicted_clickbait,candidate_title,candidate_model,candidate_error,candidate_clickbait_penalty,candidate_predicted_clickbait,candidate_pred_faithfulness,candidate_pred_clarity,candidate_pred_specificity,candidate_pred_attractiveness,candidate_pred_non_clickbait,candidate_pred_overall,candidate_quality_reward,candidate_pairwise_reward,agentic_final_score
6,6_c1,1,63352,N1369,A local airman returned home to the Miami Valley on Friday and was greeted by dozens of family and friends.,Local Airman returns from 6 Months in Afghanistan,health,wellness,8.4165134e-05,0,Local Airman Welcomed Home by Family and Friends in Miami Valley,gpt-4o-mini,,0.0001501459046266973,0.0,4.856603622436523,4.871700286865234,4.716963768005371,4.203253746032715,4.894639015197754,4.7805376052856445,4.705350875854492,0.9568911790847778,4.944423675537109
6,6_c2,2,63352,N1369,A local airman returned home to the Miami Valley on Friday and was greeted by dozens of family and friends.,Local Airman returns from 6 Months in Afghanistan,health,wellness,8.4165134e-05,0,Miami Valley Residents Celebrate Local Airman's Return Home,gpt-4o-mini,,0.000141376702231355,0.0,4.8419084548950195,4.8634443283081055,4.675821304321289,4.176647186279297,4.887331962585449,4.751418113708496,4.684938430786133,0.8687407970428467,4.901982307434082
6,6_c3,3,63352,N1369,A local airman returned home to the Miami Valley on Friday and was greeted by dozens of family and friends.,Local Airman returns from 6 Months in Afghanistan,health,wellness,8.4165134e-05,0,"Airman Returns to Miami Valley, Surrounded by Loved Ones",gpt-4o-mini,,0.00012161087215645239,0.0,4.754273414611816,4.832071304321289,4.441962718963623,4.041175842285156,4.85700798034668,4.585934638977051,4.5750532150268555,0.6341391801834106,4.733466625213623
7,7_c1,1,29280,N3913,"Students at Hartford's new Weaver campus are working to erase stark lines dividing the building's two school communities, the public school drawing students from the neighborhoods and the magnet arts school that mostly serves the suburbs. Working with staff and administrators, they're trying to counteract some of the unintended consequences of relocating and reorganizing three high schools ...","Hartford's Weaver forging a new identity at campus shared by public, magnet students",news,newsus,0.00013871084,0,Hartford Students Unite to Bridge School Community Divides,gpt-4o-mini,,0.00010048272088170052,0.0,4.600386619567871,4.733233451843262,4.134847640991211,3.8534791469573975,4.771455764770508,4.342142105102539,4.400937080383301,0.6940710544586182,4.57435417175293
7,7_c2,2,29280,N3913,"Students at Hartford's new Weaver campus are working to erase stark lines dividing the building's two school communities, the public school drawing students from the neighborhoods and the magnet arts school that mostly serves the suburbs. Working with staff and administrators, they're trying to counteract some of the unintended consequences of relocating and reorganizing three high schools ...","Hartford's Weaver forging a new identity at campus shared by public, magnet students",news,newsus,0.00013871084,0,Weaver Campus Students Work to Integrate Two School Communities,gpt-4o-mini,,0.00020266440697014332,0.0,4.840211868286133,4.872035503387451,4.642718315124512,4.18524169921875,4.896577835083008,4.751867294311523,4.683988094329834,0.8337669372558594,4.8922271728515625
7,7_c3,3,29280,N3913,"Students at Hartford's new Weaver campus are working to erase stark lines dividing the building's two school communities, the public school drawing students from the neighborhoods and the magnet arts school that mostly serves the suburbs. Working with staff and administrators, they're trying to counteract some of the unintended consequences of relocating and reorganizing three high schools ...","Hartford's Weaver forging a new identity at campus shared by public, magnet students",news,newsus,0.00013871084,0,Efforts Underway to Erase Divisions at Hartford's Weaver Campus,gpt-4o-mini,,8.264693315140903e-05,0.0,4.606767654418945,4.747014999389648,4.075981616973877,3.8963332176208496,4.797937393188477,4.380147457122803,4.412113189697266,0.7245442867279053,4.593166828155518
8,8_c1,1,13158,N36369,"Considering that Domingue is slated to be an unrestricted free agent this summer, finding an opportunity to play regularly (even if it isn't necessarily at the NHL level to start with) would be ideal.",Louis Domingue changes agents amid attempt to play at NHL level again,sports,icehockey_nhl,7.8780766e-05,0,Domingue Seeks Regular Playing Opportunity Before Free Agency,gpt-4o-mini,,0.00010918472253251821,0.0,4.314841270446777,4.594609260559082,3.7071340084075928,3.590668201446533,4.703817367553711,3.9777581691741943,4.145453929901123,0.7509084939956665,4.333071708679199
8,8_c2,2,13158,N36369,"Considering that Domingue is slated to be an unrestricted free agent this summer, finding an opportunity to play regularly (even if it isn't necessarily at the NHL level to start with) would be ideal.",Louis Domingue changes agents amid attempt to play at NHL level again,sports,icehockey_nhl,7.8780766e-05,0,Unrestricted Free Agent Domingue Aims for Regular Playing Time,gpt-4o-mini,,0.00010367610229877755,0.0,4.4606733322143555,4.664882659912109,3.9127678871154785,3.756516218185425,4.748958110809326,4.163480758666992,4.281810760498047,0.7264313697814941,4.463315010070801
8,8_c3,3,13158,N36369,"Considering that Domingue is slated to be an unrestricted free agent this summer, finding an opportunity to play regularly (even if it isn't necessarily at the NHL level to start with) would be ideal.",Louis Domingue changes agents amid attempt to play at NHL level again,sports,icehockey_nhl,7.8780766e-05,0,Domingue Looks for Playing Opportunities Ahead of Free Agency,gpt-4o-mini,,0.00011213226389372721,0.0,4.519908905029297,4.726478099822998,3.985297679901123,3.826326608657837,4.793313026428223,4.2578444480896,4.346790790557861,0.6272452473640442,4.503489971160889
9,9_c1,1,5749,N61058,A driver was fatally shot in St. Paul on Sunday night and police are searching for the person responsible.,Driver dies after being shot in St. Paul's Summit-U area,news,newsworld,7.788181e-05,0,Driver Fatally Shot in St. Paul on Sunday Night,gpt-4o-mini,,0.00010662867134669796,0.0,4.857670307159424,4.87380313873291,4.708133697509766,4.161913871765137,4.896139144897461,4.778246879577637,4.696336269378662,0.6108734011650085,4.848948001861572
9,9_c2,2,5749,N61058,A driver was fatally shot in St. Paul on Sunday night and police are searching for the person responsible.,Driver dies after being shot in St. Paul's Summit-U area,news,newsworld,7.788181e-05,0,St. Paul Police Investigate Fatal Shooting of Driver,gpt-4o-mini,,6.962879706406966e-05,0.0,4.844133377075195,4.858962059020996,4.678896903991699,4.121800422668457,4.888702392578125,4.755423545837402,4.674920082092285,0.6103931665420532,4.827448844909668
9,9_c3,3,5749,N61058,A driver was fatally shot in St. Paul on Sunday night and police are searching for the person responsible.,Driver dies after being shot in St. Paul's Summit-U area,news,newsworld,7.788181e-05,0,Search Underway for Suspect in St. Paul Driver Shooting,gpt-4o-mini,,7.094521424733102e-05,0.0,4.772740840911865,4.816938400268555,4.485250473022461,4.007688522338867,4.863336563110352,4.6306304931640625,4.582614898681641,0.5258097648620605,4.713996410369873
10,10_c1,1,37719,N1117,The playoffs begin next week across Oklahoma. Here is a complete list of the first-round playoff pairings for each class. Class 6A-I Moore at Edmond Santa Fe Jenks at Mustang Norman at Owasso Tulsa Union at Broken Arrow Class 6A-II Sapulpa at Stillwater Choctaw at Muskogee Midwest City at Bixby Tulsa Washington at Del City Class 5A Woodward at Noble Tulsa Kelley at Collinsville Pryor ...,High school football: First-round playoff pairings,sports,basketball_ncaa,0.0001209557,0,Oklahoma Playoffs Start Next Week with First-Round Matchups,gpt-4o-mini,,7.627940067322925e-05,0.0,4.853750228881836,4.865084648132324,4.715051174163818,4.1640520095825195,4.898185729980469,4.784111499786377,4.696407794952393,0.956418514251709,4.935436248779297
10,10_c2,2,37719,N1117,The playoffs begin next week across Oklahoma. Here is a complete list of the first-round playoff pairings for each class. Class 6A-I Moore at Edmond Santa Fe Jenks at Mustang Norman at Owasso Tulsa Union at Broken Arrow Class 6A-II Sapulpa at Stillwater Choctaw at Muskogee Midwest City at Bixby Tulsa Washington at Del City Class 5A Woodward at Noble Tulsa Kelley at Collinsville Pryor ...,High school football: First-round playoff pairings,sports,basketball_ncaa,0.0001209557,0,Complete First-Round Playoff Pairings for Oklahoma Classes Released,gpt-4o-mini,,0.00013699938426725566,0.0,4.848611831665039,4.865522384643555,4.685955047607422,4.130021095275879,4.894913196563721,4.766232490539551,4.68173885345459,0.9975430965423584,4.93098783493042
10,10_c3,3,37719,N1117,The playoffs begin next week across Oklahoma. Here is a complete list of the first-round playoff pairings for each class. Class 6A-I Moore at Edmond Santa Fe Jenks at Mustang Norman at Owasso Tulsa Union at Broken Arrow Class 6A-II Sapulpa at Stillwater Choctaw at Muskogee Midwest City at Bixby Tulsa Washington at Del City Class 5A Woodward at Noble Tulsa Kelley at Collinsville Pryor ...,High school football: First-round playoff pairings,sports,basketball_ncaa,0.0001209557,0,Oklahoma High School Playoffs: First Round Matchups Announced,gpt-4o-mini,,7.88366814958863e-05,0.0,4.616839408874512,4.730790615081787,4.144692897796631,3.714953660964966,4.804725646972656,4.35130500793457,4.38436222076416,0.7610527276992798,4.574546813964844
11,11_c1,1,8696,N50539,"It's a decade where you'll meet multiple princesses, a new Queen, The King, Prince and the future King of Pop.",50+ Amazing Things That Happened in the '50s,lifestyle,lifestyledidyouknow,0.99997616,1,Meet the New Royal Family and Future King of Pop,gpt-4o-mini,,0.9997348189353943,1.0,4.627200603485107,4.779047966003418,4.187891483306885,3.8211236000061035,4.808820724487305,4.330249786376953,4.420413970947266,0.6258667707443237,3.577145576477051
11,11_c2,2,8696,N50539,"It's a decade where you'll meet multiple princesses, a new Queen, The King, Prince and the future King of Pop.",50+ Amazing Things That Happened in the '50s,lifestyle,lifestyledidyouknow,0.99997616,1,"A Decade of Princesses, New Queen, and Future King of Pop",gpt-4o-mini,,0.026697536930441856,0.0,4.726266860961914,4.833493709564209,4.354159355163574,3.9473257064819336,4.861990928649902,4.512670516967773,4.529746055603027,0.7825635075569153,4.6986894607543945
11,11_c3,3,8696,N50539,"It's a decade where you'll meet multiple princesses, a new Queen, The King, Prince and the future King of Pop.",50+ Amazing Things That Happened in the '50s,lifestyle,lifestyledidyouknow,0.99997616,1,Exploring New Royal Figures and the Next King of Pop,gpt-4o-mini,,0.07185354083776474,0.0,3.653249502182007,4.183680534362793,3.0711543560028076,3.287256956100464,4.367545127868652,3.352983236312866,3.649419069290161,0.4642099142074585,3.693617820739746
12,12_c1,1,41048,N38458,"When Monday's game against the Mavericks was tied at 86-86, one of the five Celtics on the floor wasn't even on an NBA roster last year. Now, that might not be surprising if the Celtics were floundering, but they're not. They're doing just the opposite. Now, there is an opportunity for others to contribute as a result of Gordon Hayward's injury. Even with that being the case, Javonte Green wasn't told by Brad Stevens he might see minutes in a...",Javonte Green didn't expect to play as much as he did vs. Mavericks,sports,basketball_nba,0.86899936,1,"{""headlines"":[""Celtics' Javonte Green Steps Up Amid Gordon Hayward's Injury"",""Celtics Thrive as Javonte Green Contributes After Last Year's Absence"",""Javonte Green Helps Celtics Tie Game Against Mavericks 86-86""}",gpt-4o-mini,,0.9527753591537476,1.0,4.343387603759766,4.578038215637207,3.733391046524048,3.5100138187408447,4.679035186767578,4.03195858001709,4.139615535736084,0.7620254755020142,3.3773465156555176
13,13_c1,1,55398,N31239,Game wardens are investigating a fatal crash involving an all-terrain passenger vehicle in a small town west of Belfast. The wardens say the crash killed 30-year-old Rachel Curtis of Montville in her hometown on Sunday. They say Curtis was a passenger on an ATV that was traveling on a dirt road when it crashed before noon. The warden service says it is working with the district attorney's office to determine if the driver of the ATV will be...,Charges possible after woman dies in ATV crash,travel,travelnews,8.0252066e-05,0,Game Wardens Investigate Fatal ATV Crash Near Belfast,gpt-4o-mini,,7.326818740693852e-05,0.0,4.857889175415039,4.870179176330566,4.7061309814453125,4.169011116027832,4.90245246887207,4.789088249206543,4.698997974395752,1.0005199909210205,4.949054718017578
13,13_c2,2,55398,N31239,Game wardens are investigating a fatal crash involving an all-terrain passenger vehicle in a small town west of Belfast. The wardens say the crash killed 30-year-old Rachel Curtis of Montville in her hometown on Sunday. They say Curtis was a passenger on an ATV that was traveling on a dirt road when it crashed before noon. The warden service says it is working with the district attorney's office to determine if the driver of the ATV will be...,Charges possible after woman dies in ATV crash,travel,travelnews,8.0252066e-05,0,30-Year-Old Woman Dies in ATV Accident in Montville,gpt-4o-mini,,0.00010884635412367061,0.0,4.803844451904297,4.837302207946777,4.490848064422607,3.980715036392212,4.878348350524902,4.644101142883301,4.592489242553711,0.6355171203613281,4.751259803771973
13,13_c3,3,55398,N31239,Game wardens are investigating a fatal crash involving an all-terrain passenger vehicle in a small town west of Belfast. The wardens say the crash killed 30-year-old Rachel Curtis of Montville in her hometown on Sunday. They say Curtis was a passenger on an ATV that was traveling on a dirt road when it crashed before noon. The warden service says it is working with the district attorney's office to determine if the driver of the ATV will be...,Charges possible after woman dies in ATV crash,travel,travelnews,8.0252066e-05,0,Investigation Underway for Fatal ATV Crash Involving Rachel Curtis,gpt-4o-mini,,8.068761962931603e-05,0.0,4.838802337646484,4.857564926147461,4.600027084350586,4.072741985321045,4.896829605102539,4.730557918548584,4.650468349456787,0.8775771856307983,4.869781970977783
14,14_c1,1,5962,N6385,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,Environmentalists' new target? Charmin toilet paper,finance,finance-companies,7.264649e-05,0,Critics Urge Procter & Gamble to Reduce Deforestation Impact,gpt-4o-mini,,9.59934332058765e-05,0.0,4.807432651519775,4.859496593475342,4.592848777770996,4.090768814086914,4.877681255340576,4.694698333740234,4.638986110687256,0.9156725406646729,4.8678083419799805
14,14_c2,2,5962,N6385,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,Environmentalists' new target? Charmin toilet paper,finance,finance-companies,7.264649e-05,0,Procter & Gamble Faces Backlash Over Deforestation Concerns,gpt-4o-mini,,7.257600373122841e-05,0.0,4.609319686889648,4.731717586517334,4.171063423156738,3.7568671703338623,4.776943683624268,4.350126266479492,4.390675067901611,0.5351853370666504,4.5243988037109375
14,14_c3,3,5962,N6385,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,Environmentalists' new target? Charmin toilet paper,finance,finance-companies,7.264649e-05,0,Environmentalists Call for Recycled Materials in Procter & Gamble Products,gpt-4o-mini,,9.659690840635449e-05,0.0,4.824084758758545,4.86782169342041,4.6184163093566895,4.101570129394531,4.889847755432129,4.715606212615967,4.654308319091797,0.8920433521270752,4.877222537994385
15,15_c1,1,52250,N35503,Plant officials told workers during early shifts less than 12 hours after a proposed tentative contract agreement was announced publicly.,"Ford-UAW deal includes closing Romeo Engine Plant, moving 600 jobs",news,newsus,6.76546e-05,0,Plant Officials Inform Workers of Contract Agreement Within 12 Hours,gpt-4o-mini,,7.315410766750574e-05,0.0,4.853747367858887,4.870535850524902,4.703635215759277,4.175335884094238,4.898192405700684,4.781739234924316,4.6975321769714355,0.9318436980247498,4.930419921875
15,15_c2,2,52250,N35503,Plant officials told workers during early shifts less than 12 hours after a proposed tentative contract agreement was announced publicly.,"Ford-UAW deal includes closing Romeo Engine Plant, moving 600 jobs",news,newsus,6.76546e-05,0,Early Shift Workers Briefed on Tentative Contract Agreement,gpt-4o-mini,,0.00012370252807158977,0.0,4.847810745239258,4.876394271850586,4.6518096923828125,4.127702713012695,4.9038848876953125,4.749395370483398,4.67724609375,0.853117823600769,4.890401840209961
15,15_c3,3,52250,N35503,Plant officials told workers during early shifts less than 12 hours after a proposed tentative contract agreement was announced publicly.,"Ford-UAW deal includes closing Romeo Engine Plant, moving 600 jobs",news,newsus,6.76546e-05,0,Proposed Contract Agreement Announced to Plant Workers Quickly,gpt-4o-mini,,8.376671030418947e-05,0.0,4.694917678833008,4.7922797203063965,4.325015068054199,3.904879570007324,4.843891143798828,4.502009391784668,4.49908447265625,0.6154060363769531,4.6528520584106445
16,16_c1,1,9698,N59081,": CELEBS AND KID PARTIESTampa Theatre is shaking up its annual Halloween film festival Nightmare on Franklin Street with two live shows. Catch the popular horror-comedy podcast The Last Podcast on the Left at 8 p.m. Friday. $34.50-$44.50. And Barry Bostwick, the star of The Rocky Horror Picture Show, will give a talk before a screening of the cult classic at 7 p.m. and midnight ...",Top things to do in Tampa Bay this weekend: Oct. 18-20,travel,travelarticle,0.9996277,1,Tampa Theatre Hosts Halloween Festival with Live Shows and Talks,gpt-4o-mini,,9.391312778461725e-05,0.0,4.859360218048096,4.870938777923584,4.690915107727051,4.158509731292725,4.900374412536621,4.781632900238037,4.694039821624756,0.9080994129180908,4.920970916748047
16,16_c2,2,9698,N59081,": CELEBS AND KID PARTIESTampa Theatre is shaking up its annual Halloween film festival Nightmare on Franklin Street with two live shows. Catch the popular horror-comedy podcast The Last Podcast on the Left at 8 p.m. Friday. $34.50-$44.50. And Barry Bostwick, the star of The Rocky Horror Picture Show, will give a talk before a screening of the cult classic at 7 p.m. and midnight ...",Top things to do in Tampa Bay this weekend: Oct. 18-20,travel,travelarticle,0.9996277,1,Nightmare on Franklin Street Features Live Podcast and Celebrity Talk,gpt-4o-mini,,0.006792810279875994,0.0,4.855748176574707,4.875336647033691,4.668022632598877,4.127674579620361,4.901775360107422,4.76291036605835,4.682533264160156,0.9040931463241577,4.901763439178467
16,16_c3,3,9698,N59081,": CELEBS AND KID PARTIESTampa Theatre is shaking up its annual Halloween film festival Nightmare on Franklin Street with two live shows. Catch the popular horror-comedy podcast The Last Podcast on the Left at 8 p.m. Friday. $34.50-$44.50. And Barry Bostwick, the star of The Rocky Horror Picture Show, will give a talk before a screening of the cult classic at 7 p.m. and midnight ...",Top things to do in Tampa Bay this weekend: Oct. 18-20,travel,travelarticle,0.9996277,1,Barry Bostwick to Speak at Tampa's Halloween Film Festival,gpt-4o-mini,,0.0001639719121158123,0.0,4.465189456939697,4.656291961669922,3.9297337532043457,3.601682186126709,4.724478721618652,4.123513221740723,4.245560646057129,0.5598845481872559,4.3853678703308105
17,17_c1,1,14125,N37428,State officials including Republican Gov. Greg Abbott have targeted Austin's left-leaning policies toward homelessness as encampments have grown more prevalent in Texas' capital city.,"Homeless Become More Visible in Austin, Sparking Political Clash",news,newsus,8.295391e-05,0,Texas Officials Criticize Austin's Homelessness Policies Amid Rising Encampments,gpt-4o-mini,,0.0001031005522236228,0.0,4.831487655639648,4.86500358581543,4.627695083618164,4.124738693237305,4.891507148742676,4.729979515075684,4.663448810577393,0.8943706750869751,4.886938571929932
17,17_c2,2,14125,N37428,State officials including Republican Gov. Greg Abbott have targeted Austin's left-leaning policies toward homelessness as encampments have grown more prevalent in Texas' capital city.,"Homeless Become More Visible in Austin, Sparking Political Clash",news,newsus,8.295391e-05,0,Gov. Greg Abbott Addresses Homelessness Policies in Austin,gpt-4o-mini,,7.480198837583885e-05,0.0,4.853240966796875,4.873316764831543,4.682231903076172,4.158639907836914,4.896205902099609,4.770525932312012,4.689854145050049,0.9276381731033325,4.921689033508301
17,17_c3,3,14125,N37428,State officials including Republican Gov. Greg Abbott have targeted Austin's left-leaning policies toward homelessness as encampments have grown more prevalent in Texas' capital city.,"Homeless Become More Visible in Austin, Sparking Political Clash",news,newsus,8.295391e-05,0,State Leaders Target Austin's Approach to Homeless Encampments,gpt-4o-mini,,0.0001076084517990239,0.0,4.8456034660339355,4.872259140014648,4.663734436035156,4.181004047393799,4.900751113891602,4.759737968444824,4.6890869140625,0.8543874025344849,4.902575969696045
