seed_id,nid,news_id,category,summary,variant,headline,clickbait_penalty,faithfulness,clarity,specificity,attractiveness,non_clickbait,overall,rationale,ranking,best_variant,worst_variant,judge_model,judge_error
3,24888,N27810,travel,"Today, roller coasters have become instruments of adrenaline (or torture, depending on your perspective). They break speed records, hurl passengers through space, and some are even designed to trick riders.",agentic_selected,The Evolution of Roller Coasters: Adrenaline and Innovation,0.041612476,4,4,3,4,4,4,Covers the evolution aspect well but less focus on the adrenaline factor noted in the summary.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
4,50407,N13403,sports,"The Seattle Seahawks once again rallied for a win, this time over the previously unbeaten 49ers. And this Seattle team is for real, writes Mike Jones.",original,We always believe': Win over 49ers proves Seattle Seahawks' mindset is more than just lip service,0.00024787133,5,5,5,4,5,5,The headline accurately conveys the team's mental strength while being clear and specific.,"[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,
4,50407,N13403,sports,"The Seattle Seahawks once again rallied for a win, this time over the previously unbeaten 49ers. And this Seattle team is for real, writes Mike Jones.",zero_shot,Seattle Seahawks Defeat Unbeaten 49ers in a Thrilling Comeback Victory,0.000104054656,5,5,5,5,5,5,The headline succinctly summarizes the significant event with excitement.,"[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,
4,50407,N13403,sports,"The Seattle Seahawks once again rallied for a win, this time over the previously unbeaten 49ers. And this Seattle team is for real, writes Mike Jones.",optimized,Seattle Seahawks Defeat Unbeaten 49ers in a Thrilling Comeback Victory,0.000104054656,5,5,5,5,5,5,Same as zero_shot; it effectively captures the victory clearly and attractively.,"[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,
4,50407,N13403,sports,"The Seattle Seahawks once again rallied for a win, this time over the previously unbeaten 49ers. And this Seattle team is for real, writes Mike Jones.",agentic_selected,Mike Jones Reports Seahawks' Impressive Win Over 49ers,9.529117e-05,5,4,4,3,5,4,"The focus on Mike Jones is less relevant, making it less engaging for general readers.","[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,
5,42378,N7244,sports,Listed starters for the Cyclones and Longhorns in their 2019 Big 12 Conference matchup at Jack Trice Stadium in Ames.,original,Depth charts: Projected starters for Iowa State vs. No. 23 Texas,0.00015676547,5,5,5,4,5,5,Clearly presents the teams and context of the matchup,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,
5,42378,N7244,sports,Listed starters for the Cyclones and Longhorns in their 2019 Big 12 Conference matchup at Jack Trice Stadium in Ames.,zero_shot,Cyclones and Longhorns Announce Starters for 2019 Big 12 Matchup,9.932373e-05,5,5,5,4,5,5,Accurately conveys information about the starters and matchup,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,
5,42378,N7244,sports,Listed starters for the Cyclones and Longhorns in their 2019 Big 12 Conference matchup at Jack Trice Stadium in Ames.,optimized,Cyclones and Longhorns Announce Starters for 2019 Big 12 Matchup,9.932373e-05,5,5,5,4,5,5,Identical to zero_shot and effectively communicates the details,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,
5,42378,N7244,sports,Listed starters for the Cyclones and Longhorns in their 2019 Big 12 Conference matchup at Jack Trice Stadium in Ames.,agentic_selected,Cyclones and Longhorns Announce Starters for Big 12 Matchup,8.735201e-05,5,5,4,4,5,4,Loses some specificity by not including the year and ranking,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,
6,63352,N1369,health,A local airman returned home to the Miami Valley on Friday and was greeted by dozens of family and friends.,original,Local Airman returns from 6 Months in Afghanistan,8.4165215e-05,5,5,4,4,5,4,"Accurate and clear, but lacks mention of family and friends.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
6,63352,N1369,health,A local airman returned home to the Miami Valley on Friday and was greeted by dozens of family and friends.,zero_shot,Local airman returns home to Miami Valley to warm welcome from family and friends,9.9395744e-05,5,5,5,5,5,5,"Comprehensive and engaging, covers all critical details.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
6,63352,N1369,health,A local airman returned home to the Miami Valley on Friday and was greeted by dozens of family and friends.,optimized,Local airman returns home to Miami Valley to warm welcome from family and friends,9.9395744e-05,5,5,5,5,5,5,Identical to zero_shot; perfectly captures the story.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
6,63352,N1369,health,A local airman returned home to the Miami Valley on Friday and was greeted by dozens of family and friends.,agentic_selected,Local Airman Welcomed Home by Family and Friends in Miami Valley,0.0001501459,5,5,5,4,5,5,"Detail-oriented and informative, though slightly less engaging.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
7,29280,N3913,news,"Students at Hartford's new Weaver campus are working to erase stark lines dividing the building's two school communities, the public school drawing students from the neighborhoods and the magnet arts school that mostly serves the suburbs. Working with staff and administrators, they're trying to counteract some of the unintended consequences of relocating and reorganizing three high schools ...",original,"Hartford's Weaver forging a new identity at campus shared by public, magnet students",0.00013871057,5,5,5,4,5,5,Effectively captures the essence of the story with clear specifics.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,optimized,gpt-4o-mini,
7,29280,N3913,news,"Students at Hartford's new Weaver campus are working to erase stark lines dividing the building's two school communities, the public school drawing students from the neighborhoods and the magnet arts school that mostly serves the suburbs. Working with staff and administrators, they're trying to counteract some of the unintended consequences of relocating and reorganizing three high schools ...",zero_shot,Students at Hartford's Weaver campus aim to unite two school communities,0.0004026215,5,5,5,4,5,5,Accurately conveys the students' efforts to unite the school communities.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,optimized,gpt-4o-mini,
7,29280,N3913,news,"Students at Hartford's new Weaver campus are working to erase stark lines dividing the building's two school communities, the public school drawing students from the neighborhoods and the magnet arts school that mostly serves the suburbs. Working with staff and administrators, they're trying to counteract some of the unintended consequences of relocating and reorganizing three high schools ...",optimized,Students at Hartford's Weaver campus aim to unite two school communities,0.0004026215,5,5,5,4,5,5,"Identical to zero_shot, with a strong focus on the central theme.","[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,optimized,gpt-4o-mini,
7,29280,N3913,news,"Students at Hartford's new Weaver campus are working to erase stark lines dividing the building's two school communities, the public school drawing students from the neighborhoods and the magnet arts school that mostly serves the suburbs. Working with staff and administrators, they're trying to counteract some of the unintended consequences of relocating and reorganizing three high schools ...",agentic_selected,Weaver Campus Students Work to Integrate Two School Communities,0.0002026644,5,5,5,4,5,5,Clearly identifies the students' goal in merging the two communities.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,optimized,gpt-4o-mini,
8,13158,N36369,sports,"Considering that Domingue is slated to be an unrestricted free agent this summer, finding an opportunity to play regularly (even if it isn't necessarily at the NHL level to start with) would be ideal.",original,Louis Domingue changes agents amid attempt to play at NHL level again,7.878077e-05,4,4,3,4,4,3,Changes agents hint but does not confirm direct relevance to the playing opportunity.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
8,13158,N36369,sports,"Considering that Domingue is slated to be an unrestricted free agent this summer, finding an opportunity to play regularly (even if it isn't necessarily at the NHL level to start with) would be ideal.",zero_shot,Domingue Seeks Regular Playing Opportunity Ahead of Free Agency,0.00010380669,5,5,4,4,5,5,Accurately summarizes intent and maintains clarity and interest.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
8,13158,N36369,sports,"Considering that Domingue is slated to be an unrestricted free agent this summer, finding an opportunity to play regularly (even if it isn't necessarily at the NHL level to start with) would be ideal.",optimized,Domingue Seeks Regular Playing Opportunity Ahead of Free Agency,0.00010380669,5,5,4,4,5,5,"Identical to zero_shot, fully captures the essence of the summary.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
8,13158,N36369,sports,"Considering that Domingue is slated to be an unrestricted free agent this summer, finding an opportunity to play regularly (even if it isn't necessarily at the NHL level to start with) would be ideal.",agentic_selected,Domingue Looks for Playing Opportunities Ahead of Free Agency,0.000112132264,5,5,4,4,5,5,Clearly conveys the search for playing opportunities without clickbait.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
9,5749,N61058,news,A driver was fatally shot in St. Paul on Sunday night and police are searching for the person responsible.,original,Driver dies after being shot in St. Paul's Summit-U area,7.788159e-05,5,5,5,4,5,5,Accurately describes the event with specific location.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,
9,5749,N61058,news,A driver was fatally shot in St. Paul on Sunday night and police are searching for the person responsible.,zero_shot,"Driver Fatally Shot in St. Paul, Police Investigate Incident",7.709433e-05,5,5,4,4,5,5,"Clear and informative, but less specific about location.","[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,
9,5749,N61058,news,A driver was fatally shot in St. Paul on Sunday night and police are searching for the person responsible.,optimized,"Driver Fatally Shot in St. Paul, Police Investigate Incident",7.709433e-05,5,5,4,4,5,5,"Identical to zero_shot, same scores apply.","[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,
9,5749,N61058,news,A driver was fatally shot in St. Paul on Sunday night and police are searching for the person responsible.,agentic_selected,Driver Fatally Shot in St. Paul on Sunday Night,0.00010662867,5,5,5,4,5,5,"Includes timing, adds detail but less geographical specificity.","[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,
10,37719,N1117,sports,The playoffs begin next week across Oklahoma. Here is a complete list of the first-round playoff pairings for each class. Class 6A-I Moore at Edmond Santa Fe Jenks at Mustang Norman at Owasso Tulsa Union at Broken Arrow Class 6A-II Sapulpa at Stillwater Choctaw at Muskogee Midwest City at Bixby Tulsa Washington at Del City Class 5A Woodward at Noble Tulsa Kelley at Collinsville Pryor ...,original,High school football: First-round playoff pairings,0.00012095628,5,5,4,3,5,4,Covers the main topic clearly but lacks excitement.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
10,37719,N1117,sports,The playoffs begin next week across Oklahoma. Here is a complete list of the first-round playoff pairings for each class. Class 6A-I Moore at Edmond Santa Fe Jenks at Mustang Norman at Owasso Tulsa Union at Broken Arrow Class 6A-II Sapulpa at Stillwater Choctaw at Muskogee Midwest City at Bixby Tulsa Washington at Del City Class 5A Woodward at Noble Tulsa Kelley at Collinsville Pryor ...,zero_shot,Oklahoma Playoffs Begin Next Week with First-Round Pairings Announced,7.280593e-05,5,5,5,4,5,5,Accurate and engaging with specific details on playoffs.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
10,37719,N1117,sports,The playoffs begin next week across Oklahoma. Here is a complete list of the first-round playoff pairings for each class. Class 6A-I Moore at Edmond Santa Fe Jenks at Mustang Norman at Owasso Tulsa Union at Broken Arrow Class 6A-II Sapulpa at Stillwater Choctaw at Muskogee Midwest City at Bixby Tulsa Washington at Del City Class 5A Woodward at Noble Tulsa Kelley at Collinsville Pryor ...,optimized,Oklahoma Playoffs Begin Next Week with First-Round Pairings Announced,7.280593e-05,5,5,5,4,5,5,Identical to the zero_shot; very strong in all areas.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
10,37719,N1117,sports,The playoffs begin next week across Oklahoma. Here is a complete list of the first-round playoff pairings for each class. Class 6A-I Moore at Edmond Santa Fe Jenks at Mustang Norman at Owasso Tulsa Union at Broken Arrow Class 6A-II Sapulpa at Stillwater Choctaw at Muskogee Midwest City at Bixby Tulsa Washington at Del City Class 5A Woodward at Noble Tulsa Kelley at Collinsville Pryor ...,agentic_selected,Oklahoma Playoffs Start Next Week with First-Round Matchups,7.62794e-05,5,5,5,4,5,5,Clear and captures the excitement of the event.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
11,8696,N50539,lifestyle,"It's a decade where you'll meet multiple princesses, a new Queen, The King, Prince and the future King of Pop.",original,50+ Amazing Things That Happened in the '50s,0.99997616,1,1,1,1,1,1,Misleading and unrelated to the provided summary.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
11,8696,N50539,lifestyle,"It's a decade where you'll meet multiple princesses, a new Queen, The King, Prince and the future King of Pop.",zero_shot,"Decade Features Multiple Princesses, New Queen, King, and Future King of Pop",0.637875,5,5,5,4,5,5,Accurately reflects the summary with clear details.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
11,8696,N50539,lifestyle,"It's a decade where you'll meet multiple princesses, a new Queen, The King, Prince and the future King of Pop.",optimized,"Decade Includes Several Princesses, New Queen, and Future King of Pop",0.39722496,5,5,5,4,5,5,Maintains accuracy and clarity while being attractive.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
11,8696,N50539,lifestyle,"It's a decade where you'll meet multiple princesses, a new Queen, The King, Prince and the future King of Pop.",agentic_selected,"A Decade of Princesses, New Queen, and Future King of Pop",0.026697537,5,5,5,4,5,5,Presents the summary well with an engaging structure.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
12,41048,N38458,sports,"When Monday's game against the Mavericks was tied at 86-86, one of the five Celtics on the floor wasn't even on an NBA roster last year. Now, that might not be surprising if the Celtics were floundering, but they're not. They're doing just the opposite. Now, there is an opportunity for others to contribute as a result of Gordon Hayward's injury. Even with that being the case, Javonte Green wasn't told by Brad Stevens he might see minutes in a...",original,Javonte Green didn't expect to play as much as he did vs. Mavericks,0.86900187,4,4,3,3,4,3,The headline captures Green's unexpected playtime but lacks specifics about the game context.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
12,41048,N38458,sports,"When Monday's game against the Mavericks was tied at 86-86, one of the five Celtics on the floor wasn't even on an NBA roster last year. Now, that might not be surprising if the Celtics were floundering, but they're not. They're doing just the opposite. Now, there is an opportunity for others to contribute as a result of Gordon Hayward's injury. Even with that being the case, Javonte Green wasn't told by Brad Stevens he might see minutes in a...",zero_shot,Celtics' Javonte Green steps up during close game after Hayward's injury,9.95835e-05,5,5,4,4,5,5,"This headline effectively highlights Green's contribution and the context of Hayward's injury, making it informative and engaging.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
12,41048,N38458,sports,"When Monday's game against the Mavericks was tied at 86-86, one of the five Celtics on the floor wasn't even on an NBA roster last year. Now, that might not be surprising if the Celtics were floundering, but they're not. They're doing just the opposite. Now, there is an opportunity for others to contribute as a result of Gordon Hayward's injury. Even with that being the case, Javonte Green wasn't told by Brad Stevens he might see minutes in a...",optimized,Celtics' Javonte Green steps up during close game after Hayward's injury,9.95835e-05,5,5,4,4,5,5,"Identical to zero_shot, this headline clearly indicates Green's role and the impact of Hayward's injury.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
12,41048,N38458,sports,"When Monday's game against the Mavericks was tied at 86-86, one of the five Celtics on the floor wasn't even on an NBA roster last year. Now, that might not be surprising if the Celtics were floundering, but they're not. They're doing just the opposite. Now, there is an opportunity for others to contribute as a result of Gordon Hayward's injury. Even with that being the case, Javonte Green wasn't told by Brad Stevens he might see minutes in a...",agentic_selected,Celtics' Javonte Green Steps Up Amid Gordon Hayward's Injury,8.747305e-05,5,5,4,4,5,5,"This headline presents a clear view of the situation regarding Green and Hayward, making it strong and relevant.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
13,55398,N31239,travel,Game wardens are investigating a fatal crash involving an all-terrain passenger vehicle in a small town west of Belfast. The wardens say the crash killed 30-year-old Rachel Curtis of Montville in her hometown on Sunday. They say Curtis was a passenger on an ATV that was traveling on a dirt road when it crashed before noon. The warden service says it is working with the district attorney's office to determine if the driver of the ATV will be...,original,Charges possible after woman dies in ATV crash,8.025222e-05,4,4,3,3,4,3,"The original headline notes the potential for charges, but lacks specificity about the person's identity and location.","[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,
13,55398,N31239,travel,Game wardens are investigating a fatal crash involving an all-terrain passenger vehicle in a small town west of Belfast. The wardens say the crash killed 30-year-old Rachel Curtis of Montville in her hometown on Sunday. They say Curtis was a passenger on an ATV that was traveling on a dirt road when it crashed before noon. The warden service says it is working with the district attorney's office to determine if the driver of the ATV will be...,zero_shot,"Game wardens investigate fatal ATV crash in Montville, killing 30-year-old Rachel Curtis",0.000109494475,5,5,5,4,5,5,"This headline is clear, specific, and comprehensive, providing essential details about the incident.","[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,
13,55398,N31239,travel,Game wardens are investigating a fatal crash involving an all-terrain passenger vehicle in a small town west of Belfast. The wardens say the crash killed 30-year-old Rachel Curtis of Montville in her hometown on Sunday. They say Curtis was a passenger on an ATV that was traveling on a dirt road when it crashed before noon. The warden service says it is working with the district attorney's office to determine if the driver of the ATV will be...,optimized,"Game wardens investigate fatal ATV crash in Montville, killing 30-year-old Rachel Curtis",0.000109494475,5,5,5,4,5,5,Identical to the zero_shot and maintains all strengths while conveying important details effectively.,"[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,
13,55398,N31239,travel,Game wardens are investigating a fatal crash involving an all-terrain passenger vehicle in a small town west of Belfast. The wardens say the crash killed 30-year-old Rachel Curtis of Montville in her hometown on Sunday. They say Curtis was a passenger on an ATV that was traveling on a dirt road when it crashed before noon. The warden service says it is working with the district attorney's office to determine if the driver of the ATV will be...,agentic_selected,Game Wardens Investigate Fatal ATV Crash Near Belfast,7.326819e-05,4,4,3,3,4,3,"While informative, this headline lacks specifics about the victim and the crash details, making it less impactful.","[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,
14,5962,N6385,finance,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,original,Environmentalists' new target? Charmin toilet paper,7.264664e-05,3,3,3,4,4,3,"While catchy, it lacks specificity and does not directly mention deforestation.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
14,5962,N6385,finance,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,zero_shot,Critics urge Procter & Gamble to address deforestation and use recycled materials,0.00012256012,5,5,5,5,5,5,Directly addresses the criticism and offers clear information.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
14,5962,N6385,finance,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,optimized,Critics urge Procter & Gamble to address deforestation and use recycled materials,0.00012256012,5,5,5,5,5,5,Same as zero_shot; effectively communicates the main points.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
14,5962,N6385,finance,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,agentic_selected,Environmentalists Call for Recycled Materials in Procter & Gamble Products,9.659691e-05,4,4,4,4,4,4,Calls for action but is slightly less direct about the specific claims.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
15,52250,N35503,news,Plant officials told workers during early shifts less than 12 hours after a proposed tentative contract agreement was announced publicly.,original,"Ford-UAW deal includes closing Romeo Engine Plant, moving 600 jobs",6.765447e-05,3,4,3,3,4,3,"While it mentions specifics, it introduces new details about job closures not in the summary.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
15,52250,N35503,news,Plant officials told workers during early shifts less than 12 hours after a proposed tentative contract agreement was announced publicly.,zero_shot,Plant Officials Inform Workers of Tentative Contract Agreement Less Than 12 Hours Later,7.227006e-05,5,5,5,4,5,5,Accurately reflects the summary and provides clear information.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
15,52250,N35503,news,Plant officials told workers during early shifts less than 12 hours after a proposed tentative contract agreement was announced publicly.,optimized,Plant Officials Inform Workers of Tentative Contract Agreement Less Than 12 Hours Later,7.227006e-05,5,5,5,4,5,5,Identical to zero_shot; clear and faithful to the summary.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
15,52250,N35503,news,Plant officials told workers during early shifts less than 12 hours after a proposed tentative contract agreement was announced publicly.,agentic_selected,Plant Officials Inform Workers of Contract Agreement Within 12 Hours,7.315411e-05,5,4,4,3,5,4,"Accurate but less specific about timing, focusing solely on agreement.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
16,9698,N59081,travel,": CELEBS AND KID PARTIESTampa Theatre is shaking up its annual Halloween film festival Nightmare on Franklin Street with two live shows. Catch the popular horror-comedy podcast The Last Podcast on the Left at 8 p.m. Friday. $34.50-$44.50. And Barry Bostwick, the star of The Rocky Horror Picture Show, will give a talk before a screening of the cult classic at 7 p.m. and midnight ...",original,Top things to do in Tampa Bay this weekend: Oct. 18-20,0.9996277,2,3,1,3,3,2,Vague and does not specifically mention the events or their timing.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,
