seed_id,agentic_selected_candidate_id,agentic_selected_candidate_rank,nid,news_id,summary,original_title,category,subvert,original_clickbait_penalty,original_predicted_clickbait,agentic_selected_title,candidate_model,candidate_error,agentic_clickbait_penalty,agentic_predicted_clickbait,candidate_pred_faithfulness,candidate_pred_clarity,candidate_pred_specificity,candidate_pred_attractiveness,candidate_pred_non_clickbait,candidate_pred_overall,agentic_quality_reward,agentic_pairwise_reward,agentic_final_score
24,24_c2,2,14089,N38287,WATERBURY A tractor-trailer found itself stuck under a railroad bridge Monday morning. Police said the truck wedge itself under the bridge at West Main Street and Sperry Street. There were some delays in the area while they worked to remove the truck. It's unknown at this time if there was any structural damage to the bridge. Traffic Accident Tractor Trailer stuck under R&R bridge West ...,Tractor-trailer wedges itself under Waterbury bridge Monday morning,news,newsscienceandtechnology,0.00012932549,0,Traffic Delays in Waterbury After Truck Wedges Under Bridge,gpt-4o-mini,,7.635580550413579e-05,0.0,4.840362548828125,4.868935585021973,4.622136116027832,4.057264804840088,4.89740514755249,4.724120140075684,4.652227401733398,0.8811054825782776,4.872427463531494
25,25_c1,1,48322,N38883,Adam's Corner and Fisher House provide military families resources such as housing and child care.,Adam's Corner celebrates the bravery of our Armed Forces and bring joy to children | Opinion,lifestyle,lifestylefamily,0.9999305,1,Adam's Corner and Fisher House Support Military Families with Resources,gpt-4o-mini,,0.00014168453344609588,0.0,4.845236301422119,4.8659210205078125,4.7177886962890625,4.225413799285889,4.889504909515381,4.7869181632995605,4.706066131591797,1.107414960861206,4.982778072357178
26,26_c3,3,57983,N30812,"A Sacramento man has opened his doors to a Healdsburg couple and their 18 dogs, 11 of which are five-week-old puppies.",Sacramento Man Takes Wildfire Evacuees And Their 18 Dogs,news,newsus,0.00017466306,0,Sacramento Man Hosts Healdsburg Couple with 18 Dogs and Puppies,gpt-4o-mini,,0.0001318380527663976,0.0,4.863543510437012,4.868954658508301,4.715704917907715,4.167048454284668,4.894497871398926,4.779626846313477,4.699131965637207,1.0710890293121338,4.966772556304932
27,27_c1,1,56246,N25711,Check out photos from the Monster Energy NASCAR Cup Series and NASCAR Xfinity Series playoff weekend at Kansas Speedway.,At-track photos: 2019 Kansas playoff weekend,sports,racing,0.00013012212,0,Photos Highlight NASCAR Cup and Xfinity Series Playoff Weekend,gpt-4o-mini,,0.006282473914325237,0.0,4.852158546447754,4.855918884277344,4.74697208404541,4.141641616821289,4.887451171875,4.796562194824219,4.694575786590576,0.9368443489074707,4.922504425048828
28,28_c2,2,57327,N42193,"Frank Vogel is aware of the great situation he's in with the Lakers, and he wants to make the best of it.","Frank Vogel says Lakers are 'coolest organization in the NBA,' calls coaching LeBron James and rest of team 'opportunity of a lifetime'",sports,basketball_nba,0.000109991655,0,Vogel Committed to Making Most of Lakers Situation,gpt-4o-mini,,0.0001590867032064125,0.0,4.581531524658203,4.7178874015808105,4.066617012023926,3.8187055587768555,4.761791229248047,4.31541633605957,4.372609615325928,0.19212447106838226,4.4204816818237305
29,29_c2,2,33071,N58911,"PROVIDENCE -- Rhode Island's seasonally adjusted unemployment rage for October was 3.6 percent, the same as September, the state Department of Labor and Training announced Thursday The number of unemployed Rhode Island residents -- those residents classified as available for and actively seeking employment -- was 19,900, down 100 from September, the DLT said. The number of employed Rhode ...","R.I. unemployment rate stays at 3.6%, same as U.S.",finance,finance-real-estate,7.121255e-05,0,October Unemployment in Rhode Island Remains at 3.6 Percent,gpt-4o-mini,,7.164118869695812e-05,0.0,4.849164962768555,4.873972415924072,4.657899856567383,4.176096439361572,4.902654647827148,4.753767490386963,4.688066482543945,0.8815500736236572,4.908382415771484
30,30_c1,1,30561,N28526,Curious just how far your dollar goes in Pleasant Valley? Here's what you can get in neighborhood apartment rentals for $900/month.,What apartments will $900 rent you in Pleasant Valley right now?,finance,finance-real-estate,0.00046313636,0,Exploring Apartment Rentals in Pleasant Valley for $900 a Month,gpt-4o-mini,,0.00021725981787312776,0.0,4.851922988891602,4.873739242553711,4.711761474609375,4.177323341369629,4.902677536010742,4.764004707336426,4.69807243347168,0.64945387840271,4.860218524932861
31,31_c1,1,51318,N61396,"Duane Roots' 1,500hp 6.2L Hemi Charger Hellcat runs on E90 and nitrous, with a huge helping of boost (18 psi) from a 4.5L Whipple blower.","Horsepower! The 1,500hp Hellcat King",autos,autosenthusiasts,0.9994406,1,"Duane Roots' 1,500hp Charger Hellcat Features E90 and Nitrous",gpt-4o-mini,,0.0002362878294661641,0.0,4.854187965393066,4.873439311981201,4.69781494140625,4.193499565124512,4.896897315979004,4.771794319152832,4.699649333953857,1.1270928382873535,4.9811859130859375
32,32_c1,1,51949,N49742,Interstate 70 has reopened near Hoke Road after a rollover crash left all westbound lanes closed around 1 a.m.,I-70 westbound reopened after single-car rollover crash,autos,autosnews,9.5597425e-05,0,Interstate 70 Reopens After Rollover Crash Near Hoke Road,gpt-4o-mini,,6.742184632457793e-05,0.0,4.856357574462891,4.864471435546875,4.7314653396606445,4.185952186584473,4.8913984298706055,4.8006181716918945,4.704442501068115,0.8398030996322632,4.914326190948486
33,33_c1,1,26390,N53703,"State Highway Patrol troopers tried to stop a vehicle after it went left of center around 2:19 a.m. on Park Road near state Route 49, according to a release from Wapakoneta Ohio State Highway Patrol.","Troopers attempt to stop impaired driver, ends with vehicle into tree",autos,autosnews,0.00016354157,0,Ohio State Highway Patrol Pursues Vehicle After Left of Center Incident,gpt-4o-mini,,8.248402446042746e-05,0.0,4.859864234924316,4.8676838874816895,4.7179765701293945,4.117443084716797,4.89505672454834,4.783952236175537,4.688957214355469,0.9322419166564941,4.921935081481934
34,34_c2,2,57623,N63813,"With the Miami Dolphins rebuilding and holding three 2020 first-round picks in the NFL draft, it is never too early to watch some of the top prospects across the college landscape. Week 11 of the college football season offers a few great opportunities to view some of these players in action against some of the best teams in the nation. Here's a look at a few top players you can watch in South ...",Do some couch scouting for Dolphins draft: Here are top prospects to watch this weekend,sports,football_ncaa,0.99962175,1,Dolphins Focus on 2020 Draft Picks During College Football Week 11,gpt-4o-mini,,0.0002027275913860649,0.0,4.858424186706543,4.868106842041016,4.721964359283447,4.170743942260742,4.898983001708984,4.79323148727417,4.7014360427856445,0.7929654121398926,4.899474620819092
35,35_c2,2,3199,N20207,"HOUSTON The Astros have a reputation for being good at stealing signs and picking up on opposing pitchers' small tells, especially at Minute Maid Park. The Yankees know all too well what the Astros are capable of. In April, James Paxton got hit hard, allowing five earned runs on eight hits in just four innings work here. After that, the Yankees left-hander, who will start Game 2 for the Yankees Sunday night, said he was told he was tipping...","James Paxton, Yankees know Astros can and will pick up on pitching signs",sports,baseball_mlb,0.00011176088,0,James Paxton Aware of Tipping Signs Ahead of Game 2,gpt-4o-mini,,0.00012816660455428064,0.0,4.6706862449646,4.7557783126831055,4.202078819274902,3.7796266078948975,4.815126419067383,4.442965507507324,4.433841228485107,0.5899243354797363,4.581193923950195
36,36_c1,1,8288,N11059,Intentionally infecting healthy people with the virus will enable scientists to better understand the progression of the illness.,Spreading the flu is putting researchers one step closer to a universal vaccine,health,health-news,0.0003197494,0,Scientists Intentionally Infect Healthy Individuals to Study Virus Progression,gpt-4o-mini,,0.0002682103659026325,0.0,4.844269275665283,4.876345634460449,4.6484479904174805,4.171356201171875,4.897074222564697,4.753751754760742,4.683993816375732,1.0490550994873047,4.945989608764648
37,37_c2,2,8558,N37303,"You won't believe these wedding gowns are made from only Quilted Northern toilet paper, tape, glue, and a needle and thread.",These 12 exquisite wedding dresses are made from toilet paper,lifestyle,lifestyleweddings,0.9999778,1,Creative Designers Use Toilet Paper for Unique Wedding Gowns,gpt-4o-mini,,0.9724045991897583,1.0,4.542862415313721,4.708616256713867,4.028169631958008,3.834071397781372,4.7576751708984375,4.325933456420898,4.359292507171631,0.6151732206344604,3.5406813621520996
38,38_c2,2,58478,N48489,"The second round of the playoffs are up next, but there's still one more thing to settle when it comes to last week's postseason openers. Who was the Grand Rapids area's top player? It's not an easy question because there were plenty of good choices. Check out the candidates below and vote for your favorite. Votes as many times as you want through 9 a.m. Friday. Just remember to have fun with ...",Vote for Grand Rapids Player of the Week 10,sports,more_sports,0.0038797266,0,Grand Rapids Area Playoffs: Choose Your Top Player,gpt-4o-mini,,9.021575533552095e-05,0.0,4.578675270080566,4.768993377685547,3.9817252159118652,3.7489969730377197,4.813433647155762,4.209390163421631,4.350030422210693,0.3743363618850708,4.443524360656738
39,39_c1,1,12305,N36484,A Hawaii man has fulfilled a dream shared by shore fishermen throughout the islands with the catch of an ulua weighing 100 pounds or more.,Hawaii angler lands rare giant ulua,sports,outdoors,0.00011624023,0,"Hawaii Man Catches 100-Pound Ulua, Fulfilling Fishermen's Dream",gpt-4o-mini,,0.00010462795034982264,0.0,4.853797435760498,4.866041660308838,4.736701488494873,4.229518890380859,4.885246276855469,4.79554557800293,4.712106227874756,0.9967942833900452,4.96120023727417
40,40_c1,1,60896,N37691,"UPDATE @ 12:16 a.m. (Oct. 25): The state patrol is working to determine who went left of center in the head-on collision along U.S. 127 south of Camden that left one dead and two others with serious, non-life threatening injuries, said Sgt. Dallas Root, Dayton Post.","1 dead, 2 injured in U.S. 127 head-on collision near Camden, state patrol says",autos,autosnews,8.773243e-05,0,Head-on Collision on U.S. 127 Leaves One Dead,gpt-4o-mini,,8.219201117753983e-05,0.0,4.808040618896484,4.86238956451416,4.495270729064941,3.9606239795684814,4.891165733337402,4.639001846313477,4.595358848571777,0.24714960157871246,4.657064437866211
41,41_c1,1,13702,N48354,"Losing Game 5 of the National League Division Series was crushing, but losing the tomahawk chop as well would be too much for Kevin Mooneyhan.","Online petition to keep divisive Braves tomahawk chop nears 60,000",finance,financenews,8.491244e-05,0,Kevin Mooneyhan Reflects on Loss in Game 5 and Tomahawk Chop,gpt-4o-mini,,0.00020765351655427366,0.0,4.826541423797607,4.855476379394531,4.62080192565918,4.070018768310547,4.884247303009033,4.717632293701172,4.646481037139893,0.7201169729232788,4.826303005218506
42,42_c2,2,36881,N54282,Fort Collins is celebrating the 20th anniversary of the city's climate action efforts with a free event at the Lincoln Center.,"Fort Collins, CSU hosting event to celebrate 20 years of climate action",weather,weathertopstories,8.906224e-05,0,Free Event at Lincoln Center Celebrates Climate Action Anniversary,gpt-4o-mini,,9.062774915946648e-05,0.0,4.858978271484375,4.862217426300049,4.718720436096191,4.157891273498535,4.898655891418457,4.781311988830566,4.696393013000488,0.9712773561477661,4.939121723175049
43,43_c2,2,14091,N39969,"President Donald Trump on Monday equated the case of a hate crime allegation made by actor Jussie Smollett to the current impeachment process being imposed by Congress, calling both a ""scam.""",Trump equates the Smollett case to impeachment inquiry,news,newspolitics,0.00013501775,0,President Trump Calls Smollett's Allegation and Impeachment a Scam,gpt-4o-mini,,0.0006458788411691785,0.0,4.838183403015137,4.874368667602539,4.639420986175537,4.073694229125977,4.902373313903809,4.7370100021362305,4.660409927368164,0.8020771741867065,4.860282897949219
44,44_c2,2,688,N31254,"If you're apartment hunting, you know how hard it can be to find a bargain nearby. So what does the low-end rental price in Zilker look like these days?","The most affordable apartments for rent in Zilker, Austin",finance,finance-real-estate,0.058436096,0,Apartment Hunting in Zilker: Rental Prices Update,gpt-4o-mini,,0.00010891518468270078,0.0,4.542682647705078,4.733852386474609,3.999094247817993,3.8180880546569824,4.788575172424316,4.280401229858398,4.355556964874268,0.2511049211025238,4.418224334716797
45,45_c1,1,12679,N41926,"Often marketed as a natural solution to aches and pains, CBD can now be found in food, drinks, and even skincare products.",8 Questions to Ask Yourself Before Using CBD,health,wellness,0.9999633,1,"CBD Gains Popularity in Food, Drinks, and Skincare Products",gpt-4o-mini,,8.050378528423607e-05,0.0,4.761691570281982,4.827305793762207,4.40980339050293,4.034085273742676,4.8533124923706055,4.619293212890625,4.572732448577881,0.9429394006729126,4.80838680267334
46,46_c1,1,30935,N36043,"Eat the Frog Fitness and MOOYAH Burgers, Fries & Shakes are headed for Hill Center Brentwood.",2 more business openings on tap at Hill Center Brentwood,foodanddrink,newstrends,0.000101162725,0,Eat the Frog Fitness and MOOYAH to Open in Hill Center Brentwood,gpt-4o-mini,,0.0002731627319008112,0.0,4.854269981384277,4.872075080871582,4.698687553405762,4.190174579620361,4.8961501121521,4.765017509460449,4.698141574859619,0.8663254380226135,4.914449691772461
47,47_c2,2,61208,N33158,"LEBANON, Pa. -There's an unrepaired sinkhole in a Lebanon neighborhood and it's causing more problems than one. The location of it has people playing the blame game and now it's all falling back on one person. The hole on Elm Street is causing a whole lot of problems for Debbie Carpenter of Lebanon. ""I'm very stressed,"" Carpenter said. ""I'm very upset about this whole thing. I just want it to ...","City, resident at odds over sinkhole repair in Lebanon",news,newsus,6.3600986e-05,0,Debbie Carpenter Faces Stress from Unrepaired Sinkhole in Lebanon,gpt-4o-mini,,0.0001465797977289185,0.0,4.8243818283081055,4.86886739730835,4.558317184448242,4.046565055847168,4.892430305480957,4.672845840454102,4.630635738372803,0.8443098664283752,4.841567039489746
48,48_c2,2,11581,N51345,"A fading piece of Americana, bobwhite quail are iconic in Texas. The tradition of hunting them with friends and family is a social experience that can be second to none. ""Once people do it and experience it, it's something they'll never forget. The first flush of wild quail, how your heart jumps in your throat you feel like you're about to have a heart attack,"" said Robert Perez, upland game bird program leader for the Texas Parks and Wildlife...",Texas quail rebounding after a dismal 2018,travel,traveltripideas,0.00018981566,0,Texas Celebrates Bobwhite Quail Hunting as Cultural Experience,gpt-4o-mini,,0.00017266141367144883,0.0,4.774174690246582,4.839540958404541,4.483180999755859,4.040493011474609,4.8824968338012695,4.628687858581543,4.595293998718262,0.6947468519210815,4.768807888031006
49,49_c1,1,31808,N54566,"Most machines you find at the gym are engineered to train specific muscles, but what if you only have 20, 30 minutes?",You Asked: What's the Most Effective Machine to Use at the Gym?,health,fitness,0.9998586,1,Maximizing Gym Time: Efficient Workouts in 20 to 30 Minutes,gpt-4o-mini,,0.00021842523710802197,0.0,4.456164360046387,4.692860126495361,3.7437996864318848,3.82541561126709,4.753457069396973,4.171111106872559,4.274753093719482,0.2921908497810364,4.3475823402404785
50,50_c1,1,28111,N9557,Vice officers stormed the building in connection with a Design District massage parlor that was also raided,Critically Acclaimed Southlake Restaurant Raided By Police,foodanddrink,newstrends,0.00013959281,0,Vice Officers Raid Building Linked to Design District Massage Parlor,gpt-4o-mini,,8.546483877580613e-05,0.0,4.855439186096191,4.862796783447266,4.7194719314575195,4.1554059982299805,4.889456748962402,4.787047386169434,4.694404602050781,1.0557763576507568,4.958263397216797
