seed_id,nid,news_id,category,summary,variant,headline,clickbait_penalty,faithfulness,clarity,specificity,attractiveness,non_clickbait,overall,rationale,ranking,best_variant,worst_variant,judge_model,judge_error,nid_existing,news_id_existing,category_existing,summary_existing,headline_existing,clickbait_penalty_existing
4,50407,N13403,sports,"The Seattle Seahawks once again rallied for a win, this time over the previously unbeaten 49ers. And this Seattle team is for real, writes Mike Jones.",generic_sft,Seattle Seahawks win over 49ers,7.658858e-05,4,5,3,3,5,4,Describes the outcome but lacks nuance about the significance.,"[""original"", ""generic_sft"", ""specificity_sft""]",original,specificity_sft,gpt-4o-mini,,50407,N13403,sports,"The Seattle Seahawks once again rallied for a win, this time over the previously unbeaten 49ers. And this Seattle team is for real, writes Mike Jones.",Seattle Seahawks win over 49ers,7.658858e-05
4,50407,N13403,sports,"The Seattle Seahawks once again rallied for a win, this time over the previously unbeaten 49ers. And this Seattle team is for real, writes Mike Jones.",specificity_sft,Seattle Seahawks win over 49ers,7.658858e-05,4,5,3,3,5,4,"Same as generic, lacking context and detail.","[""original"", ""generic_sft"", ""specificity_sft""]",original,specificity_sft,gpt-4o-mini,,50407,N13403,sports,"The Seattle Seahawks once again rallied for a win, this time over the previously unbeaten 49ers. And this Seattle team is for real, writes Mike Jones.",Seattle Seahawks win over 49ers,7.658858e-05
5,42378,N7244,sports,Listed starters for the Cyclones and Longhorns in their 2019 Big 12 Conference matchup at Jack Trice Stadium in Ames.,original,Depth charts: Projected starters for Iowa State vs. No. 23 Texas,0.00015676547,5,5,5,4,5,5,Accurately summarizes the content while maintaining clarity and specificity.,"[""original"", ""generic_sft"", ""specificity_sft""]",original,generic_sft,gpt-4o-mini,,42378,N7244,sports,Listed starters for the Cyclones and Longhorns in their 2019 Big 12 Conference matchup at Jack Trice Stadium in Ames.,Depth charts: Projected starters for Iowa State vs. No. 23 Texas,0.00015676547
5,42378,N7244,sports,Listed starters for the Cyclones and Longhorns in their 2019 Big 12 Conference matchup at Jack Trice Stadium in Ames.,generic_sft,Cyclones and Longhorns Listed starters for 2019 Big 12 Conference matchup at Jack Trice Stadium,0.00020681668,4,4,4,3,4,3,"While it conveys the teams and event, it's less engaging and structured awkwardly.","[""original"", ""generic_sft"", ""specificity_sft""]",original,generic_sft,gpt-4o-mini,,42378,N7244,sports,Listed starters for the Cyclones and Longhorns in their 2019 Big 12 Conference matchup at Jack Trice Stadium in Ames.,Cyclones and Longhorns Listed starters for 2019 Big 12 Conference matchup at Jack Trice Stadium,0.00020681668
5,42378,N7244,sports,Listed starters for the Cyclones and Longhorns in their 2019 Big 12 Conference matchup at Jack Trice Stadium in Ames.,specificity_sft,Cyclones and Longhorns Listed starters for 2019 Big 12 Conference matchup at Jack Trice Stadium,0.00020681668,4,4,4,3,4,3,Similar issues as the generic variant; lacks engagement despite details.,"[""original"", ""generic_sft"", ""specificity_sft""]",original,generic_sft,gpt-4o-mini,,42378,N7244,sports,Listed starters for the Cyclones and Longhorns in their 2019 Big 12 Conference matchup at Jack Trice Stadium in Ames.,Cyclones and Longhorns Listed starters for 2019 Big 12 Conference matchup at Jack Trice Stadium,0.00020681668
6,63352,N1369,health,A local airman returned home to the Miami Valley on Friday and was greeted by dozens of family and friends.,original,Local Airman returns from 6 Months in Afghanistan,8.4165215e-05,5,5,5,4,5,5,"The headline accurately conveys the key facts and context, including location and duration.","[""generic_sft"", ""original"", ""specificity_sft""]",generic_sft,specificity_sft,gpt-4o-mini,,63352,N1369,health,A local airman returned home to the Miami Valley on Friday and was greeted by dozens of family and friends.,Local Airman returns from 6 Months in Afghanistan,8.4165215e-05
6,63352,N1369,health,A local airman returned home to the Miami Valley on Friday and was greeted by dozens of family and friends.,generic_sft,"Airman returns home to Miami Valley, greeted by family and friends",0.00011980369,5,5,5,5,5,5,This headline encompasses the homecoming event and its emotional context effectively.,"[""generic_sft"", ""original"", ""specificity_sft""]",generic_sft,specificity_sft,gpt-4o-mini,,63352,N1369,health,A local airman returned home to the Miami Valley on Friday and was greeted by dozens of family and friends.,"Airman returns home to Miami Valley, greeted by family and friends",0.00011980369
6,63352,N1369,health,A local airman returned home to the Miami Valley on Friday and was greeted by dozens of family and friends.,specificity_sft,Airman returns home to Miami Valley,9.1301124e-05,5,5,4,3,5,4,"While accurate, this headline lacks the emotional context of family and friends.","[""generic_sft"", ""original"", ""specificity_sft""]",generic_sft,specificity_sft,gpt-4o-mini,,63352,N1369,health,A local airman returned home to the Miami Valley on Friday and was greeted by dozens of family and friends.,Airman returns home to Miami Valley,9.1301124e-05
7,29280,N3913,news,"Students at Hartford's new Weaver campus are working to erase stark lines dividing the building's two school communities, the public school drawing students from the neighborhoods and the magnet arts school that mostly serves the suburbs. Working with staff and administrators, they're trying to counteract some of the unintended consequences of relocating and reorganizing three high schools ...",original,"Hartford's Weaver forging a new identity at campus shared by public, magnet students",0.00013871057,5,5,4,4,5,4,Accurately conveys the effort to unite the two school communities with clarity but could include more specific details.,"[""original"", ""specificity_sft"", ""generic_sft""]",original,generic_sft,gpt-4o-mini,,29280,N3913,news,"Students at Hartford's new Weaver campus are working to erase stark lines dividing the building's two school communities, the public school drawing students from the neighborhoods and the magnet arts school that mostly serves the suburbs. Working with staff and administrators, they're trying to counteract some of the unintended consequences of relocating and reorganizing three high schools ...","Hartford's Weaver forging a new identity at campus shared by public, magnet students",0.00013871057
7,29280,N3913,news,"Students at Hartford's new Weaver campus are working to erase stark lines dividing the building's two school communities, the public school drawing students from the neighborhoods and the magnet arts school that mostly serves the suburbs. Working with staff and administrators, they're trying to counteract some of the unintended consequences of relocating and reorganizing three high schools ...",generic_sft,Hartford's new Weaver campus works to erase stark lines,7.905018e-05,4,5,2,3,5,4,Fairly concise but lacks specific context about the two school communities.,"[""original"", ""specificity_sft"", ""generic_sft""]",original,generic_sft,gpt-4o-mini,,29280,N3913,news,"Students at Hartford's new Weaver campus are working to erase stark lines dividing the building's two school communities, the public school drawing students from the neighborhoods and the magnet arts school that mostly serves the suburbs. Working with staff and administrators, they're trying to counteract some of the unintended consequences of relocating and reorganizing three high schools ...",Hartford's new Weaver campus works to erase stark lines,7.905018e-05
7,29280,N3913,news,"Students at Hartford's new Weaver campus are working to erase stark lines dividing the building's two school communities, the public school drawing students from the neighborhoods and the magnet arts school that mostly serves the suburbs. Working with staff and administrators, they're trying to counteract some of the unintended consequences of relocating and reorganizing three high schools ...",specificity_sft,Hartford's new Weaver campus works to erase stark lines dividing the building's two school communities,0.00016176516,5,5,5,3,5,4,"Highly specific and clear, but slightly less attractive due to its length.","[""original"", ""specificity_sft"", ""generic_sft""]",original,generic_sft,gpt-4o-mini,,29280,N3913,news,"Students at Hartford's new Weaver campus are working to erase stark lines dividing the building's two school communities, the public school drawing students from the neighborhoods and the magnet arts school that mostly serves the suburbs. Working with staff and administrators, they're trying to counteract some of the unintended consequences of relocating and reorganizing three high schools ...",Hartford's new Weaver campus works to erase stark lines dividing the building's two school communities,0.00016176516
8,13158,N36369,sports,"Considering that Domingue is slated to be an unrestricted free agent this summer, finding an opportunity to play regularly (even if it isn't necessarily at the NHL level to start with) would be ideal.",original,Louis Domingue changes agents amid attempt to play at NHL level again,7.878077e-05,5,5,5,4,5,5,"The headline accurately reflects Domingue's situation, is clear, specific, and not clickbait.","[""original"", ""specificity_sft"", ""generic_sft""]",original,generic_sft,gpt-4o-mini,,13158,N36369,sports,"Considering that Domingue is slated to be an unrestricted free agent this summer, finding an opportunity to play regularly (even if it isn't necessarily at the NHL level to start with) would be ideal.",Louis Domingue changes agents amid attempt to play at NHL level again,7.878077e-05
8,13158,N36369,sports,"Considering that Domingue is slated to be an unrestricted free agent this summer, finding an opportunity to play regularly (even if it isn't necessarily at the NHL level to start with) would be ideal.",generic_sft,"Domingue is a free agent, but he's not a regular at the NHL level",0.00063491834,4,4,3,3,4,3,"While it relates to his status as a free agent, it lacks clarity and specificity about his attempt to play regularly.","[""original"", ""specificity_sft"", ""generic_sft""]",original,generic_sft,gpt-4o-mini,,13158,N36369,sports,"Considering that Domingue is slated to be an unrestricted free agent this summer, finding an opportunity to play regularly (even if it isn't necessarily at the NHL level to start with) would be ideal.","Domingue is a free agent, but he's not a regular at the NHL level",0.00063491834
8,13158,N36369,sports,"Considering that Domingue is slated to be an unrestricted free agent this summer, finding an opportunity to play regularly (even if it isn't necessarily at the NHL level to start with) would be ideal.",specificity_sft,Domingue to be free agent this summer,0.0003692042,4,4,4,3,5,4,It correctly states his status but doesn’t capture the full context of his career intentions.,"[""original"", ""specificity_sft"", ""generic_sft""]",original,generic_sft,gpt-4o-mini,,13158,N36369,sports,"Considering that Domingue is slated to be an unrestricted free agent this summer, finding an opportunity to play regularly (even if it isn't necessarily at the NHL level to start with) would be ideal.",Domingue to be free agent this summer,0.0003692042
9,5749,N61058,news,A driver was fatally shot in St. Paul on Sunday night and police are searching for the person responsible.,original,Driver dies after being shot in St. Paul's Summit-U area,7.788159e-05,5,5,5,4,5,5,Includes specific area and details of the incident while maintaining clarity.,"[""original"", ""generic_sft"", ""specificity_sft""]",original,generic_sft,gpt-4o-mini,,5749,N61058,news,A driver was fatally shot in St. Paul on Sunday night and police are searching for the person responsible.,Driver dies after being shot in St. Paul's Summit-U area,7.788159e-05
9,5749,N61058,news,A driver was fatally shot in St. Paul on Sunday night and police are searching for the person responsible.,generic_sft,Driver fatally shot in St. Paul,9.153038e-05,5,5,4,3,5,4,Describes the event accurately but lacks specific location detail found in the original.,"[""original"", ""generic_sft"", ""specificity_sft""]",original,generic_sft,gpt-4o-mini,,5749,N61058,news,A driver was fatally shot in St. Paul on Sunday night and police are searching for the person responsible.,Driver fatally shot in St. Paul,9.153038e-05
9,5749,N61058,news,A driver was fatally shot in St. Paul on Sunday night and police are searching for the person responsible.,specificity_sft,Driver fatally shot in St. Paul,9.153038e-05,5,5,4,3,5,4,"Identical to generic_sft; hence, scores are the same.","[""original"", ""generic_sft"", ""specificity_sft""]",original,generic_sft,gpt-4o-mini,,5749,N61058,news,A driver was fatally shot in St. Paul on Sunday night and police are searching for the person responsible.,Driver fatally shot in St. Paul,9.153038e-05
10,37719,N1117,sports,The playoffs begin next week across Oklahoma. Here is a complete list of the first-round playoff pairings for each class. Class 6A-I Moore at Edmond Santa Fe Jenks at Mustang Norman at Owasso Tulsa Union at Broken Arrow Class 6A-II Sapulpa at Stillwater Choctaw at Muskogee Midwest City at Bixby Tulsa Washington at Del City Class 5A Woodward at Noble Tulsa Kelley at Collinsville Pryor ...,original,High school football: First-round playoff pairings,0.00012095628,5,5,4,4,5,4,Effectively conveys the main event with good clarity and relevance.,"[""specificity_sft"", ""original"", ""generic_sft""]",specificity_sft,generic_sft,gpt-4o-mini,,37719,N1117,sports,The playoffs begin next week across Oklahoma. Here is a complete list of the first-round playoff pairings for each class. Class 6A-I Moore at Edmond Santa Fe Jenks at Mustang Norman at Owasso Tulsa Union at Broken Arrow Class 6A-II Sapulpa at Stillwater Choctaw at Muskogee Midwest City at Bixby Tulsa Washington at Del City Class 5A Woodward at Noble Tulsa Kelley at Collinsville Pryor ...,High school football: First-round playoff pairings,0.00012095628
10,37719,N1117,sports,The playoffs begin next week across Oklahoma. Here is a complete list of the first-round playoff pairings for each class. Class 6A-I Moore at Edmond Santa Fe Jenks at Mustang Norman at Owasso Tulsa Union at Broken Arrow Class 6A-II Sapulpa at Stillwater Choctaw at Muskogee Midwest City at Bixby Tulsa Washington at Del City Class 5A Woodward at Noble Tulsa Kelley at Collinsville Pryor ...,generic_sft,Oklahoma's first-round playoff pairings begin next week,8.8048066e-05,4,4,3,3,5,3,"Less specific and lacks detail about the pairings, but remains clear.","[""specificity_sft"", ""original"", ""generic_sft""]",specificity_sft,generic_sft,gpt-4o-mini,,37719,N1117,sports,The playoffs begin next week across Oklahoma. Here is a complete list of the first-round playoff pairings for each class. Class 6A-I Moore at Edmond Santa Fe Jenks at Mustang Norman at Owasso Tulsa Union at Broken Arrow Class 6A-II Sapulpa at Stillwater Choctaw at Muskogee Midwest City at Bixby Tulsa Washington at Del City Class 5A Woodward at Noble Tulsa Kelley at Collinsville Pryor ...,Oklahoma's first-round playoff pairings begin next week,8.8048066e-05
10,37719,N1117,sports,The playoffs begin next week across Oklahoma. Here is a complete list of the first-round playoff pairings for each class. Class 6A-I Moore at Edmond Santa Fe Jenks at Mustang Norman at Owasso Tulsa Union at Broken Arrow Class 6A-II Sapulpa at Stillwater Choctaw at Muskogee Midwest City at Bixby Tulsa Washington at Del City Class 5A Woodward at Noble Tulsa Kelley at Collinsville Pryor ...,specificity_sft,Oklahoma's first-round playoff pairings: Class 6A-I Moore at Edmond Santa Fe Jenks at Mustang Norman at Owass,0.000116107854,4,4,5,5,5,5,Highly specific with concrete details that engage readers without being manipulative.,"[""specificity_sft"", ""original"", ""generic_sft""]",specificity_sft,generic_sft,gpt-4o-mini,,37719,N1117,sports,The playoffs begin next week across Oklahoma. Here is a complete list of the first-round playoff pairings for each class. Class 6A-I Moore at Edmond Santa Fe Jenks at Mustang Norman at Owasso Tulsa Union at Broken Arrow Class 6A-II Sapulpa at Stillwater Choctaw at Muskogee Midwest City at Bixby Tulsa Washington at Del City Class 5A Woodward at Noble Tulsa Kelley at Collinsville Pryor ...,Oklahoma's first-round playoff pairings: Class 6A-I Moore at Edmond Santa Fe Jenks at Mustang Norman at Owass,0.000116107854
11,8696,N50539,lifestyle,"It's a decade where you'll meet multiple princesses, a new Queen, The King, Prince and the future King of Pop.",original,50+ Amazing Things That Happened in the '50s,0.99997616,1,1,1,1,1,1,The headline is irrelevant to the summary.,"[""generic_sft"", ""specificity_sft"", ""original""]",generic_sft,original,gpt-4o-mini,,8696,N50539,lifestyle,"It's a decade where you'll meet multiple princesses, a new Queen, The King, Prince and the future King of Pop.",50+ Amazing Things That Happened in the '50s,0.99997616
11,8696,N50539,lifestyle,"It's a decade where you'll meet multiple princesses, a new Queen, The King, Prince and the future King of Pop.",generic_sft,"The King of Pop is a decade where you'll meet multiple princesses, a new Queen, The King, Prince and the future King",0.9999676,2,3,3,2,3,2,The headline is somewhat related but poorly constructed and retains long summary phrasing.,"[""generic_sft"", ""specificity_sft"", ""original""]",generic_sft,original,gpt-4o-mini,,8696,N50539,lifestyle,"It's a decade where you'll meet multiple princesses, a new Queen, The King, Prince and the future King of Pop.","The King of Pop is a decade where you'll meet multiple princesses, a new Queen, The King, Prince and the future King",0.9999676
11,8696,N50539,lifestyle,"It's a decade where you'll meet multiple princesses, a new Queen, The King, Prince and the future King of Pop.",specificity_sft,"The King of Pop is a decade where you'll meet multiple princesses, a new Queen, The King, Prince and the future King",0.9999676,2,3,3,2,3,2,"Identical to generic_sft, with the same issues.","[""generic_sft"", ""specificity_sft"", ""original""]",generic_sft,original,gpt-4o-mini,,8696,N50539,lifestyle,"It's a decade where you'll meet multiple princesses, a new Queen, The King, Prince and the future King of Pop.","The King of Pop is a decade where you'll meet multiple princesses, a new Queen, The King, Prince and the future King",0.9999676
12,41048,N38458,sports,"When Monday's game against the Mavericks was tied at 86-86, one of the five Celtics on the floor wasn't even on an NBA roster last year. Now, that might not be surprising if the Celtics were floundering, but they're not. They're doing just the opposite. Now, there is an opportunity for others to contribute as a result of Gordon Hayward's injury. Even with that being the case, Javonte Green wasn't told by Brad Stevens he might see minutes in a...",original,Javonte Green didn't expect to play as much as he did vs. Mavericks,0.86900187,5,5,5,4,5,4,This headline accurately reflects the summary about Javonte Green's unexpected gameplay while remaining clear and specific.,"[""original"", ""generic_sft"", ""specificity_sft""]",original,generic_sft,gpt-4o-mini,,41048,N38458,sports,"When Monday's game against the Mavericks was tied at 86-86, one of the five Celtics on the floor wasn't even on an NBA roster last year. Now, that might not be surprising if the Celtics were floundering, but they're not. They're doing just the opposite. Now, there is an opportunity for others to contribute as a result of Gordon Hayward's injury. Even with that being the case, Javonte Green wasn't told by Brad Stevens he might see minutes in a...",Javonte Green didn't expect to play as much as he did vs. Mavericks,0.86900187
12,41048,N38458,sports,"When Monday's game against the Mavericks was tied at 86-86, one of the five Celtics on the floor wasn't even on an NBA roster last year. Now, that might not be surprising if the Celtics were floundering, but they're not. They're doing just the opposite. Now, there is an opportunity for others to contribute as a result of Gordon Hayward's injury. Even with that being the case, Javonte Green wasn't told by Brad Stevens he might see minutes in a...",generic_sft,"Celtics are doing just the opposite, but they're doing just the opposite",0.010611527,2,2,1,2,2,1,This headline is repetitive and doesn't provide new information about the game or players.,"[""original"", ""generic_sft"", ""specificity_sft""]",original,generic_sft,gpt-4o-mini,,41048,N38458,sports,"When Monday's game against the Mavericks was tied at 86-86, one of the five Celtics on the floor wasn't even on an NBA roster last year. Now, that might not be surprising if the Celtics were floundering, but they're not. They're doing just the opposite. Now, there is an opportunity for others to contribute as a result of Gordon Hayward's injury. Even with that being the case, Javonte Green wasn't told by Brad Stevens he might see minutes in a...","Celtics are doing just the opposite, but they're doing just the opposite",0.010611527
12,41048,N38458,sports,"When Monday's game against the Mavericks was tied at 86-86, one of the five Celtics on the floor wasn't even on an NBA roster last year. Now, that might not be surprising if the Celtics were floundering, but they're not. They're doing just the opposite. Now, there is an opportunity for others to contribute as a result of Gordon Hayward's injury. Even with that being the case, Javonte Green wasn't told by Brad Stevens he might see minutes in a...",specificity_sft,"Celtics are doing just the opposite, but they're doing just the opposite",0.010611527,2,2,1,2,2,1,"Identical to the generic variant; it lacks clarity and specificity, making it ineffective.","[""original"", ""generic_sft"", ""specificity_sft""]",original,generic_sft,gpt-4o-mini,,41048,N38458,sports,"When Monday's game against the Mavericks was tied at 86-86, one of the five Celtics on the floor wasn't even on an NBA roster last year. Now, that might not be surprising if the Celtics were floundering, but they're not. They're doing just the opposite. Now, there is an opportunity for others to contribute as a result of Gordon Hayward's injury. Even with that being the case, Javonte Green wasn't told by Brad Stevens he might see minutes in a...","Celtics are doing just the opposite, but they're doing just the opposite",0.010611527
13,55398,N31239,travel,Game wardens are investigating a fatal crash involving an all-terrain passenger vehicle in a small town west of Belfast. The wardens say the crash killed 30-year-old Rachel Curtis of Montville in her hometown on Sunday. They say Curtis was a passenger on an ATV that was traveling on a dirt road when it crashed before noon. The warden service says it is working with the district attorney's office to determine if the driver of the ATV will be...,original,Charges possible after woman dies in ATV crash,8.025222e-05,5,5,3,4,5,4,"The headline succinctly conveys the key event and potential legal implications, but lacks specific details about the victim.","[""original"", ""generic_sft"", ""specificity_sft""]",original,generic_sft,gpt-4o-mini,,55398,N31239,travel,Game wardens are investigating a fatal crash involving an all-terrain passenger vehicle in a small town west of Belfast. The wardens say the crash killed 30-year-old Rachel Curtis of Montville in her hometown on Sunday. They say Curtis was a passenger on an ATV that was traveling on a dirt road when it crashed before noon. The warden service says it is working with the district attorney's office to determine if the driver of the ATV will be...,Charges possible after woman dies in ATV crash,8.025222e-05
13,55398,N31239,travel,Game wardens are investigating a fatal crash involving an all-terrain passenger vehicle in a small town west of Belfast. The wardens say the crash killed 30-year-old Rachel Curtis of Montville in her hometown on Sunday. They say Curtis was a passenger on an ATV that was traveling on a dirt road when it crashed before noon. The warden service says it is working with the district attorney's office to determine if the driver of the ATV will be...,generic_sft,Game wardens investigating fatal crash in small town west of Belfast,7.3163246e-05,5,4,4,3,5,4,This headline is factually accurate but lacks attention-grabbing elements and a succinct focus on the human aspect of the tragedy.,"[""original"", ""generic_sft"", ""specificity_sft""]",original,generic_sft,gpt-4o-mini,,55398,N31239,travel,Game wardens are investigating a fatal crash involving an all-terrain passenger vehicle in a small town west of Belfast. The wardens say the crash killed 30-year-old Rachel Curtis of Montville in her hometown on Sunday. They say Curtis was a passenger on an ATV that was traveling on a dirt road when it crashed before noon. The warden service says it is working with the district attorney's office to determine if the driver of the ATV will be...,Game wardens investigating fatal crash in small town west of Belfast,7.3163246e-05
