seed_id,nid,news_id,category,summary,variant,headline,clickbait_penalty,faithfulness,clarity,specificity,attractiveness,non_clickbait,overall,rationale,ranking,best_variant,worst_variant,judge_model,judge_error,nid_existing,news_id_existing,category_existing,summary_existing,headline_existing,clickbait_penalty_existing
4,50407,N13403,sports,"The Seattle Seahawks once again rallied for a win, this time over the previously unbeaten 49ers. And this Seattle team is for real, writes Mike Jones.",zero_shot,Seattle Seahawks Defeat Unbeaten 49ers in a Thrilling Comeback Victory,0.00014257236,5,5,5,5,5,5,Clearly conveys the main event with excitement and detail.,"[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,50407,N13403,sports,"The Seattle Seahawks once again rallied for a win, this time over the previously unbeaten 49ers. And this Seattle team is for real, writes Mike Jones.",Seattle Seahawks Defeat Unbeaten 49ers in a Thrilling Comeback Victory,0.000104054656
4,50407,N13403,sports,"The Seattle Seahawks once again rallied for a win, this time over the previously unbeaten 49ers. And this Seattle team is for real, writes Mike Jones.",optimized,Seattle Seahawks Defeat Unbeaten 49ers in a Thrilling Comeback Victory,0.00014257236,5,5,5,5,5,5,Identical to zero_shot; effectively communicates the significance of the victory.,"[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,50407,N13403,sports,"The Seattle Seahawks once again rallied for a win, this time over the previously unbeaten 49ers. And this Seattle team is for real, writes Mike Jones.",Seattle Seahawks Defeat Unbeaten 49ers in a Thrilling Comeback Victory,0.000104054656
4,50407,N13403,sports,"The Seattle Seahawks once again rallied for a win, this time over the previously unbeaten 49ers. And this Seattle team is for real, writes Mike Jones.",agentic_selected,Mike Jones Highlights Seahawks' Impressive Victory Over 49ers,0.000116833195,5,5,4,4,5,4,Highlights Mike Jones but lacks the same excitement and detail about the event.,"[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,50407,N13403,sports,"The Seattle Seahawks once again rallied for a win, this time over the previously unbeaten 49ers. And this Seattle team is for real, writes Mike Jones.",Mike Jones Highlights Seattle Seahawks' Victory Over 49ers,0.00020742633
5,42378,N7244,sports,Listed starters for the Cyclones and Longhorns in their 2019 Big 12 Conference matchup at Jack Trice Stadium in Ames.,original,Depth charts: Projected starters for Iowa State vs. No. 23 Texas,0.00014219871,5,5,5,4,5,5,Accurately conveys the essence of the summary with clarity and specificity.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,optimized,gpt-4o-mini,,42378,N7244,sports,Listed starters for the Cyclones and Longhorns in their 2019 Big 12 Conference matchup at Jack Trice Stadium in Ames.,Depth charts: Projected starters for Iowa State vs. No. 23 Texas,0.00015676547
5,42378,N7244,sports,Listed starters for the Cyclones and Longhorns in their 2019 Big 12 Conference matchup at Jack Trice Stadium in Ames.,zero_shot,Cyclones and Longhorns Announce Starters for 2019 Big 12 Matchup,8.874534e-05,5,5,5,4,5,5,Captures the matchup details clearly with relevant teams and event.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,optimized,gpt-4o-mini,,42378,N7244,sports,Listed starters for the Cyclones and Longhorns in their 2019 Big 12 Conference matchup at Jack Trice Stadium in Ames.,Cyclones and Longhorns Announce Starters for 2019 Big 12 Matchup,9.932373e-05
5,42378,N7244,sports,Listed starters for the Cyclones and Longhorns in their 2019 Big 12 Conference matchup at Jack Trice Stadium in Ames.,optimized,Cyclones and Longhorns Announce Starters for 2019 Big 12 Matchup,8.874534e-05,5,5,5,4,5,5,Identical to zero_shot; clear and specific about the matchup.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,optimized,gpt-4o-mini,,42378,N7244,sports,Listed starters for the Cyclones and Longhorns in their 2019 Big 12 Conference matchup at Jack Trice Stadium in Ames.,Cyclones and Longhorns Announce Starters for 2019 Big 12 Matchup,9.932373e-05
5,42378,N7244,sports,Listed starters for the Cyclones and Longhorns in their 2019 Big 12 Conference matchup at Jack Trice Stadium in Ames.,agentic_selected,Cyclones and Longhorns Announce Starters for 2019 Big 12 Matchup,8.874534e-05,5,5,5,4,5,5,Identical to zero_shot; maintains clarity and specificity.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,optimized,gpt-4o-mini,,42378,N7244,sports,Listed starters for the Cyclones and Longhorns in their 2019 Big 12 Conference matchup at Jack Trice Stadium in Ames.,2019 Big 12 Matchup: Cyclones and Longhorns Starters Announced,0.00017114787
6,63352,N1369,health,A local airman returned home to the Miami Valley on Friday and was greeted by dozens of family and friends.,original,Local Airman returns from 6 Months in Afghanistan,7.13402e-05,5,5,4,4,5,4,Clearly states the event and location but lacks details about the personal welcome.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,63352,N1369,health,A local airman returned home to the Miami Valley on Friday and was greeted by dozens of family and friends.,Local Airman returns from 6 Months in Afghanistan,8.4165215e-05
6,63352,N1369,health,A local airman returned home to the Miami Valley on Friday and was greeted by dozens of family and friends.,zero_shot,Local airman returns home to Miami Valley to warm welcome from family and friends,0.0002580485,5,5,5,5,5,5,"Accurately conveys the event with emphasis on the warm welcome, enhancing appeal.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,63352,N1369,health,A local airman returned home to the Miami Valley on Friday and was greeted by dozens of family and friends.,Local airman returns home to Miami Valley to warm welcome from family and friends,9.9395744e-05
6,63352,N1369,health,A local airman returned home to the Miami Valley on Friday and was greeted by dozens of family and friends.,optimized,Local airman returns home to Miami Valley to warm welcome from family and friends,0.0002580485,5,5,5,5,5,5,"Identical to zero_shot, effectively highlights the homecoming and welcome.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,63352,N1369,health,A local airman returned home to the Miami Valley on Friday and was greeted by dozens of family and friends.,Local airman returns home to Miami Valley to warm welcome from family and friends,9.9395744e-05
6,63352,N1369,health,A local airman returned home to the Miami Valley on Friday and was greeted by dozens of family and friends.,agentic_selected,Local Airman Returns Home to Miami Valley to Warm Welcome,0.00011943014,5,5,5,5,5,5,Well-structured and similarly effective as the zero_shot and optimized headlines.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,63352,N1369,health,A local airman returned home to the Miami Valley on Friday and was greeted by dozens of family and friends.,Local Airman Returns Home to Miami Valley on Friday,9.1575086e-05
7,29280,N3913,news,"Students at Hartford's new Weaver campus are working to erase stark lines dividing the building's two school communities, the public school drawing students from the neighborhoods and the magnet arts school that mostly serves the suburbs. Working with staff and administrators, they're trying to counteract some of the unintended consequences of relocating and reorganizing three high schools ...",original,"Hartford's Weaver forging a new identity at campus shared by public, magnet students",0.00042799397,5,5,5,4,5,5,Clearly conveys the main goal of the students and the context of the schools involved.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,29280,N3913,news,"Students at Hartford's new Weaver campus are working to erase stark lines dividing the building's two school communities, the public school drawing students from the neighborhoods and the magnet arts school that mostly serves the suburbs. Working with staff and administrators, they're trying to counteract some of the unintended consequences of relocating and reorganizing three high schools ...","Hartford's Weaver forging a new identity at campus shared by public, magnet students",0.00013871057
7,29280,N3913,news,"Students at Hartford's new Weaver campus are working to erase stark lines dividing the building's two school communities, the public school drawing students from the neighborhoods and the magnet arts school that mostly serves the suburbs. Working with staff and administrators, they're trying to counteract some of the unintended consequences of relocating and reorganizing three high schools ...",zero_shot,Students at Hartford's Weaver campus aim to unite two school communities,0.0012563798,5,5,5,4,5,5,Effectively communicates the aim of the students while maintaining clarity.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,29280,N3913,news,"Students at Hartford's new Weaver campus are working to erase stark lines dividing the building's two school communities, the public school drawing students from the neighborhoods and the magnet arts school that mostly serves the suburbs. Working with staff and administrators, they're trying to counteract some of the unintended consequences of relocating and reorganizing three high schools ...",Students at Hartford's Weaver campus aim to unite two school communities,0.0004026215
7,29280,N3913,news,"Students at Hartford's new Weaver campus are working to erase stark lines dividing the building's two school communities, the public school drawing students from the neighborhoods and the magnet arts school that mostly serves the suburbs. Working with staff and administrators, they're trying to counteract some of the unintended consequences of relocating and reorganizing three high schools ...",optimized,Students at Hartford's Weaver campus aim to unite two school communities,0.0012563798,5,5,5,4,5,5,"Same as zero_shot, it summarizes the key points concisely.","[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,29280,N3913,news,"Students at Hartford's new Weaver campus are working to erase stark lines dividing the building's two school communities, the public school drawing students from the neighborhoods and the magnet arts school that mostly serves the suburbs. Working with staff and administrators, they're trying to counteract some of the unintended consequences of relocating and reorganizing three high schools ...",Students at Hartford's Weaver campus aim to unite two school communities,0.0004026215
7,29280,N3913,news,"Students at Hartford's new Weaver campus are working to erase stark lines dividing the building's two school communities, the public school drawing students from the neighborhoods and the magnet arts school that mostly serves the suburbs. Working with staff and administrators, they're trying to counteract some of the unintended consequences of relocating and reorganizing three high schools ...",agentic_selected,Weaver Campus Students Address Divisions of Public and Magnet Arts Schools,0.00035594133,5,5,5,4,5,5,Describes the situation accurately and highlights the initiative taken by students.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,29280,N3913,news,"Students at Hartford's new Weaver campus are working to erase stark lines dividing the building's two school communities, the public school drawing students from the neighborhoods and the magnet arts school that mostly serves the suburbs. Working with staff and administrators, they're trying to counteract some of the unintended consequences of relocating and reorganizing three high schools ...",Hartford's New Weaver Campus Seeks to Unite Public and Magnet Schools,0.00010044737
8,13158,N36369,sports,"Considering that Domingue is slated to be an unrestricted free agent this summer, finding an opportunity to play regularly (even if it isn't necessarily at the NHL level to start with) would be ideal.",original,Louis Domingue changes agents amid attempt to play at NHL level again,7.25154e-05,4,4,2,3,4,3,Mentions agent change but lacks focus on free agency goals.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,13158,N36369,sports,"Considering that Domingue is slated to be an unrestricted free agent this summer, finding an opportunity to play regularly (even if it isn't necessarily at the NHL level to start with) would be ideal.",Louis Domingue changes agents amid attempt to play at NHL level again,7.878077e-05
8,13158,N36369,sports,"Considering that Domingue is slated to be an unrestricted free agent this summer, finding an opportunity to play regularly (even if it isn't necessarily at the NHL level to start with) would be ideal.",zero_shot,Domingue Seeks Regular Playing Opportunity Ahead of Free Agency,0.000104090184,5,5,4,4,5,5,Captures Domingue's goal clearly and accurately.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,13158,N36369,sports,"Considering that Domingue is slated to be an unrestricted free agent this summer, finding an opportunity to play regularly (even if it isn't necessarily at the NHL level to start with) would be ideal.",Domingue Seeks Regular Playing Opportunity Ahead of Free Agency,0.00010380669
8,13158,N36369,sports,"Considering that Domingue is slated to be an unrestricted free agent this summer, finding an opportunity to play regularly (even if it isn't necessarily at the NHL level to start with) would be ideal.",optimized,Domingue Seeks Regular Playing Opportunity Ahead of Free Agency,0.000104090184,5,5,4,4,5,5,Identical to zero_shot; maintains clarity and accuracy.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,13158,N36369,sports,"Considering that Domingue is slated to be an unrestricted free agent this summer, finding an opportunity to play regularly (even if it isn't necessarily at the NHL level to start with) would be ideal.",Domingue Seeks Regular Playing Opportunity Ahead of Free Agency,0.00010380669
8,13158,N36369,sports,"Considering that Domingue is slated to be an unrestricted free agent this summer, finding an opportunity to play regularly (even if it isn't necessarily at the NHL level to start with) would be ideal.",agentic_selected,Domingue Seeking Regular Playing Opportunity Ahead of Free Agency,0.00014255088,5,5,4,4,5,5,Similar to zero_shot with slight wording variation; remains strong.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,13158,N36369,sports,"Considering that Domingue is slated to be an unrestricted free agent this summer, finding an opportunity to play regularly (even if it isn't necessarily at the NHL level to start with) would be ideal.",Unrestricted Free Agent Domingue Looks for Playing Opportunities This Summer,0.00020499753
9,5749,N61058,news,A driver was fatally shot in St. Paul on Sunday night and police are searching for the person responsible.,original,Driver dies after being shot in St. Paul's Summit-U area,9.4133684e-05,5,5,4,4,5,4,Accurately describes the incident with clear information about location.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,optimized,gpt-4o-mini,,5749,N61058,news,A driver was fatally shot in St. Paul on Sunday night and police are searching for the person responsible.,Driver dies after being shot in St. Paul's Summit-U area,7.788159e-05
9,5749,N61058,news,A driver was fatally shot in St. Paul on Sunday night and police are searching for the person responsible.,zero_shot,"Driver Fatally Shot in St. Paul, Police Investigate Incident",8.47197e-05,5,5,4,4,5,4,"Directly reports the incident with police involvement, clear and engaging.","[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,optimized,gpt-4o-mini,,5749,N61058,news,A driver was fatally shot in St. Paul on Sunday night and police are searching for the person responsible.,"Driver Fatally Shot in St. Paul, Police Investigate Incident",7.709433e-05
9,5749,N61058,news,A driver was fatally shot in St. Paul on Sunday night and police are searching for the person responsible.,optimized,"Driver Fatally Shot in St. Paul, Police Investigate Incident",8.47197e-05,5,5,4,4,5,4,"Identical to zero_shot, maintains clarity and relevance.","[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,optimized,gpt-4o-mini,,5749,N61058,news,A driver was fatally shot in St. Paul on Sunday night and police are searching for the person responsible.,"Driver Fatally Shot in St. Paul, Police Investigate Incident",7.709433e-05
9,5749,N61058,news,A driver was fatally shot in St. Paul on Sunday night and police are searching for the person responsible.,agentic_selected,Police Investigate Fatal Shooting of Driver in St. Paul,6.949725e-05,5,5,4,4,5,4,Highlights police investigation effectively while retaining clarity.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,optimized,gpt-4o-mini,,5749,N61058,news,A driver was fatally shot in St. Paul on Sunday night and police are searching for the person responsible.,Driver Fatally Shot in St. Paul on Sunday Night,0.00010662867
10,37719,N1117,sports,The playoffs begin next week across Oklahoma. Here is a complete list of the first-round playoff pairings for each class. Class 6A-I Moore at Edmond Santa Fe Jenks at Mustang Norman at Owasso Tulsa Union at Broken Arrow Class 6A-II Sapulpa at Stillwater Choctaw at Muskogee Midwest City at Bixby Tulsa Washington at Del City Class 5A Woodward at Noble Tulsa Kelley at Collinsville Pryor ...,original,High school football: First-round playoff pairings,0.00011913487,5,5,4,4,5,4,"Covers the main theme and is clear, but lacks detail about the location.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,37719,N1117,sports,The playoffs begin next week across Oklahoma. Here is a complete list of the first-round playoff pairings for each class. Class 6A-I Moore at Edmond Santa Fe Jenks at Mustang Norman at Owasso Tulsa Union at Broken Arrow Class 6A-II Sapulpa at Stillwater Choctaw at Muskogee Midwest City at Bixby Tulsa Washington at Del City Class 5A Woodward at Noble Tulsa Kelley at Collinsville Pryor ...,High school football: First-round playoff pairings,0.00012095628
10,37719,N1117,sports,The playoffs begin next week across Oklahoma. Here is a complete list of the first-round playoff pairings for each class. Class 6A-I Moore at Edmond Santa Fe Jenks at Mustang Norman at Owasso Tulsa Union at Broken Arrow Class 6A-II Sapulpa at Stillwater Choctaw at Muskogee Midwest City at Bixby Tulsa Washington at Del City Class 5A Woodward at Noble Tulsa Kelley at Collinsville Pryor ...,zero_shot,Oklahoma Playoffs Begin Next Week with First-Round Pairings Announced,7.894984e-05,5,5,4,5,5,5,Detailed and clear while maintaining interest without being clickbait.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,37719,N1117,sports,The playoffs begin next week across Oklahoma. Here is a complete list of the first-round playoff pairings for each class. Class 6A-I Moore at Edmond Santa Fe Jenks at Mustang Norman at Owasso Tulsa Union at Broken Arrow Class 6A-II Sapulpa at Stillwater Choctaw at Muskogee Midwest City at Bixby Tulsa Washington at Del City Class 5A Woodward at Noble Tulsa Kelley at Collinsville Pryor ...,Oklahoma Playoffs Begin Next Week with First-Round Pairings Announced,7.280593e-05
10,37719,N1117,sports,The playoffs begin next week across Oklahoma. Here is a complete list of the first-round playoff pairings for each class. Class 6A-I Moore at Edmond Santa Fe Jenks at Mustang Norman at Owasso Tulsa Union at Broken Arrow Class 6A-II Sapulpa at Stillwater Choctaw at Muskogee Midwest City at Bixby Tulsa Washington at Del City Class 5A Woodward at Noble Tulsa Kelley at Collinsville Pryor ...,optimized,Oklahoma Playoffs Begin Next Week with First-Round Pairings Announced,7.894984e-05,5,5,4,5,5,5,Identical to zero_shot; maintains a strong presentation.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,37719,N1117,sports,The playoffs begin next week across Oklahoma. Here is a complete list of the first-round playoff pairings for each class. Class 6A-I Moore at Edmond Santa Fe Jenks at Mustang Norman at Owasso Tulsa Union at Broken Arrow Class 6A-II Sapulpa at Stillwater Choctaw at Muskogee Midwest City at Bixby Tulsa Washington at Del City Class 5A Woodward at Noble Tulsa Kelley at Collinsville Pryor ...,Oklahoma Playoffs Begin Next Week with First-Round Pairings Announced,7.280593e-05
