seed_id,agentic_selected_candidate_id,agentic_selected_candidate_rank,nid,news_id,summary,original_title,category,subvert,original_clickbait_penalty,original_predicted_clickbait,agentic_selected_title,candidate_model,candidate_error,agentic_clickbait_penalty,agentic_predicted_clickbait,candidate_pred_faithfulness,candidate_pred_clarity,candidate_pred_specificity,candidate_pred_attractiveness,candidate_pred_non_clickbait,candidate_pred_overall,agentic_quality_reward,agentic_pairwise_reward,agentic_final_score
18,18_c1,1,64779,N9321,"President Donald Trump was at Walter Reed National Medical Center on Saturday for what the White House said were medical tests as part of his annual physical. The appointment wasn't on his weekend public schedule that was released Friday night, and his last physical was in February. Press secretary Stephanie Grisham said the 73-year-old Trump was ``anticipating a very busy 2020'' and wanted to take advantage of ``a free...",White House: Trump having tests as part of medical checkup,news,newspolitics,0.000117346244,0,Trump Undergoes Medical Tests at Walter Reed National Medical Center,gpt-4o-mini,,7.875612209318206e-05,0.0,4.7548017501831055,4.795465469360352,4.551721572875977,4.091336727142334,4.822768688201904,4.697025299072266,4.602163791656494,0.018729671835899353,4.606767654418945
19,19_c1,1,18162,N1836,"In a small study, researchers found that exercising before breakfast led to more fat loss, but not weight loss, than eating beforehand.","The best time to exercise is before breakfast, a new study says",health,fitness,0.0006069636,0,Study Shows Morning Exercise Boosts Fat Loss Without Weight Loss,gpt-4o-mini,,0.00015089740918483585,0.0,4.740900993347168,4.782967567443848,4.513656139373779,4.1577558517456055,4.808198928833008,4.6962361335754395,4.602123737335205,0.16596423089504242,4.643464088439941
20,20_c2,2,50785,N2830,"The Cincinnati Bengals lost running back Giovani Bernard to a knee injury during the team's Week 10 game against the Baltimore Ravens. Bernard went to the blue tent in the second quarter and the team quickly ruled him out. They then revised it to a doubtful tag before he unexpectedly made his return in the second half. At the time of the injury, the Ravens had a 28-3 lead and Bernard had turned two carries into 10 yards while serving as the...","Giovani Bernard suffers knee injury vs. Ravens, eventually returns",sports,football_nfl,9.860407e-05,0,Bengals Running Back Giovani Bernard Suffers Knee Injury in Week 10,gpt-4o-mini,,0.00021430233027786016,0.0,4.754699230194092,4.785572052001953,4.582458972930908,4.155052185058594,4.802926063537598,4.7189483642578125,4.617223739624023,0.019093243405222893,4.6217827796936035
21,21_c2,2,35371,N10963,"In April of this year student activists called for acknowledgment of inaction regarding racism in Worcester's schools. Last month, Worcester voters took to the polls with their selections for the district's new School Committee. The vote reveals that student activists' calls for change have fallen upon deaf ears. With only one person of color elected, Worcester's schools will continue to be ...","As I See It: What Worcester's election means for school discipline, representation",lifestyle,lifestylesmartliving,0.0012295775,0,Voter Choices Reflect Inaction on Racism in Worcester Schools,gpt-4o-mini,,9.336104267276824e-05,0.0,4.750702857971191,4.794067859649658,4.551609992980957,4.150251865386963,4.815814018249512,4.7168474197387695,4.613635063171387,0.08579093217849731,4.634989261627197
22,22_c3,3,57581,N1235,"South Jersey, Group 3 2-Ocean City at 1-Clearview How they got here: Ocean City and Clearivew seem to meet in the sectional final every season, and it's no shock to see both programs back with the years they've both put together. Ocean City continued its impressive play from a year ago, earning wins against Haddonfield and Bishop Eustace to prove itself as one of the state's best. The Red ...","South Jersey, Group 3 final preview: Ocean City at Clearview",news,newsus,9.059603e-05,0,Clearview and Ocean City Clash in South Jersey Group 3 Final,gpt-4o-mini,,7.437210297212005e-05,0.0,4.315110206604004,4.537185192108154,3.856100082397461,3.6430885791778564,4.517912864685059,4.158696174621582,4.159944534301758,0.0578438825905323,4.174331188201904
23,23_c2,2,57269,N30815,"Buy Microsoft on weakness to its semiannual value level at $131.71, or buy at Friday's close if the stock is above $138.17, the key weekly moving average. The target is its quarterly risky level at $152.47.",How to Trade Microsoft on Solid Earnings but No New Intraday High,finance,finance-top-stocks,0.00017857362,0,Microsoft stock recommendations focus on key price levels,gpt-4o-mini,,6.65265106363222e-05,0.0,4.738131523132324,4.798551559448242,4.469364166259766,4.154626846313477,4.822927474975586,4.680688858032227,4.597154140472412,0.148372620344162,4.634180545806885
24,24_c1,1,14089,N38287,WATERBURY A tractor-trailer found itself stuck under a railroad bridge Monday morning. Police said the truck wedge itself under the bridge at West Main Street and Sperry Street. There were some delays in the area while they worked to remove the truck. It's unknown at this time if there was any structural damage to the bridge. Traffic Accident Tractor Trailer stuck under R&R bridge West ...,Tractor-trailer wedges itself under Waterbury bridge Monday morning,news,newsscienceandtechnology,0.00012932549,0,Tractor-Trailer Gets Stuck Under Railroad Bridge in Waterbury,gpt-4o-mini,,0.00012150701513746753,0.0,4.738991737365723,4.797323226928711,4.488138675689697,4.075763702392578,4.81471061706543,4.6762213706970215,4.582549095153809,0.12314894795417786,4.61321496963501
25,25_c1,1,48322,N38883,Adam's Corner and Fisher House provide military families resources such as housing and child care.,Adam's Corner celebrates the bravery of our Armed Forces and bring joy to children | Opinion,lifestyle,lifestylefamily,0.9999305,1,Adam's Corner and Fisher House Support Military Families with Resources,gpt-4o-mini,,0.00014168453344609588,0.0,4.73909854888916,4.785645484924316,4.5787272453308105,4.223750114440918,4.807923316955566,4.715800762176514,4.626949310302734,0.17508311569690704,4.670578479766846
26,26_c3,3,57983,N30812,"A Sacramento man has opened his doors to a Healdsburg couple and their 18 dogs, 11 of which are five-week-old puppies.",Sacramento Man Takes Wildfire Evacuees And Their 18 Dogs,news,newsus,0.00017466306,0,Sacramento Man Hosts Healdsburg Couple with 18 Dogs and Puppies,gpt-4o-mini,,0.0001318380527663976,0.0,4.759174823760986,4.7952375411987305,4.572109222412109,4.17940616607666,4.8115434646606445,4.709683418273926,4.623476982116699,0.13901276886463165,4.6580986976623535
27,27_c1,1,56246,N25711,Check out photos from the Monster Energy NASCAR Cup Series and NASCAR Xfinity Series playoff weekend at Kansas Speedway.,At-track photos: 2019 Kansas playoff weekend,sports,racing,0.00013012212,0,Photos Highlight NASCAR Cup and Xfinity Series Playoff Weekend,gpt-4o-mini,,0.006282473914325237,0.0,4.742300510406494,4.777901649475098,4.596996307373047,4.164816379547119,4.806929588317871,4.718598365783691,4.617672443389893,0.1376432478427887,4.645801067352295
28,28_c2,2,57327,N42193,"Frank Vogel is aware of the great situation he's in with the Lakers, and he wants to make the best of it.","Frank Vogel says Lakers are 'coolest organization in the NBA,' calls coaching LeBron James and rest of team 'opportunity of a lifetime'",sports,basketball_nba,0.000109991655,0,Vogel Committed to Making Most of Lakers Situation,gpt-4o-mini,,0.0001590867032064125,0.0,4.699826717376709,4.776853084564209,4.409365653991699,4.102911472320557,4.7736616134643555,4.631110191345215,4.5526323318481445,0.07411500811576843,4.571002006530762
29,29_c2,2,33071,N58911,"PROVIDENCE -- Rhode Island's seasonally adjusted unemployment rage for October was 3.6 percent, the same as September, the state Department of Labor and Training announced Thursday The number of unemployed Rhode Island residents -- those residents classified as available for and actively seeking employment -- was 19,900, down 100 from September, the DLT said. The number of employed Rhode ...","R.I. unemployment rate stays at 3.6%, same as U.S.",finance,finance-real-estate,7.121255e-05,0,October Unemployment in Rhode Island Remains at 3.6 Percent,gpt-4o-mini,,7.164118869695812e-05,0.0,4.747767448425293,4.796300888061523,4.497183322906494,4.111043453216553,4.8210577964782715,4.691494941711426,4.5954813957214355,0.08314497768878937,4.616196155548096
30,30_c1,1,30561,N28526,Curious just how far your dollar goes in Pleasant Valley? Here's what you can get in neighborhood apartment rentals for $900/month.,What apartments will $900 rent you in Pleasant Valley right now?,finance,finance-real-estate,0.00046313636,0,Exploring Apartment Rentals in Pleasant Valley for $900 a Month,gpt-4o-mini,,0.00021725981787312776,0.0,4.738246917724609,4.797216415405273,4.562160015106201,4.1802520751953125,4.824182033538818,4.695616245269775,4.6177077293396,0.12868545949459076,4.649661540985107
31,31_c1,1,51318,N61396,"Duane Roots' 1,500hp 6.2L Hemi Charger Hellcat runs on E90 and nitrous, with a huge helping of boost (18 psi) from a 4.5L Whipple blower.","Horsepower! The 1,500hp Hellcat King",autos,autosenthusiasts,0.9994406,1,"Duane Roots' 1,500hp Charger Hellcat Features E90 and Nitrous",gpt-4o-mini,,0.0002362878294661641,0.0,4.751340866088867,4.798111915588379,4.545440673828125,4.176083564758301,4.818426132202148,4.704108238220215,4.617759704589844,0.2018812745809555,4.667993545532227
32,32_c1,1,51949,N49742,Interstate 70 has reopened near Hoke Road after a rollover crash left all westbound lanes closed around 1 a.m.,I-70 westbound reopened after single-car rollover crash,autos,autosnews,9.5597425e-05,0,Interstate 70 Reopens After Rollover Crash Near Hoke Road,gpt-4o-mini,,6.742184632457793e-05,0.0,4.749176979064941,4.789201736450195,4.577394008636475,4.168195724487305,4.809953689575195,4.721464157104492,4.61956262588501,0.11810605973005295,4.649022102355957
33,33_c1,1,26390,N53703,"State Highway Patrol troopers tried to stop a vehicle after it went left of center around 2:19 a.m. on Park Road near state Route 49, according to a release from Wapakoneta Ohio State Highway Patrol.","Troopers attempt to stop impaired driver, ends with vehicle into tree",autos,autosnews,0.00016354157,0,Ohio State Highway Patrol Pursues Vehicle After Left of Center Incident,gpt-4o-mini,,8.248402446042746e-05,0.0,4.762749195098877,4.7882490158081055,4.585902214050293,4.132024765014648,4.813207626342773,4.723202705383301,4.61751651763916,0.08794039487838745,4.639419078826904
34,34_c1,1,57623,N63813,"With the Miami Dolphins rebuilding and holding three 2020 first-round picks in the NFL draft, it is never too early to watch some of the top prospects across the college landscape. Week 11 of the college football season offers a few great opportunities to view some of these players in action against some of the best teams in the nation. Here's a look at a few top players you can watch in South ...",Do some couch scouting for Dolphins draft: Here are top prospects to watch this weekend,sports,football_ncaa,0.99962175,1,Miami Dolphins Eye Top College Prospects in Week 11,gpt-4o-mini,,0.0001416922314092517,0.0,4.748212814331055,4.788699150085449,4.570798397064209,4.175293445587158,4.817020416259766,4.724698066711426,4.621059417724609,0.05202177166938782,4.633923053741455
35,35_c1,1,3199,N20207,"HOUSTON The Astros have a reputation for being good at stealing signs and picking up on opposing pitchers' small tells, especially at Minute Maid Park. The Yankees know all too well what the Astros are capable of. In April, James Paxton got hit hard, allowing five earned runs on eight hits in just four innings work here. After that, the Yankees left-hander, who will start Game 2 for the Yankees Sunday night, said he was told he was tipping...","James Paxton, Yankees know Astros can and will pick up on pitching signs",sports,baseball_mlb,0.00011176088,0,"Astros Excel at Sign Stealing, Yankees Prepare for Game 2",gpt-4o-mini,,7.44882199796848e-05,0.0,4.739068984985352,4.790553569793701,4.502323150634766,4.113302230834961,4.8185200691223145,4.706430435180664,4.594780445098877,0.090327188372612,4.617287635803223
36,36_c1,1,8288,N11059,Intentionally infecting healthy people with the virus will enable scientists to better understand the progression of the illness.,Spreading the flu is putting researchers one step closer to a universal vaccine,health,health-news,0.0003197494,0,Scientists Intentionally Infect Healthy Individuals to Study Virus Progression,gpt-4o-mini,,0.0002682103659026325,0.0,4.740303039550781,4.7899274826049805,4.549150466918945,4.195313453674316,4.81229305267334,4.7047014236450195,4.617313861846924,0.2061520367860794,4.668583869934082
37,37_c1,1,8558,N37303,"You won't believe these wedding gowns are made from only Quilted Northern toilet paper, tape, glue, and a needle and thread.",These 12 exquisite wedding dresses are made from toilet paper,lifestyle,lifestyleweddings,0.9999778,1,Innovative Wedding Gowns Crafted from Quilted Northern Toilet Paper,gpt-4o-mini,,0.9972654581069946,1.0,4.7448410987854,4.791631698608398,4.566315650939941,4.211025238037109,4.816649913787842,4.710873603820801,4.625692367553711,0.1920216828584671,3.6764326095581055
38,38_c1,1,58478,N48489,"The second round of the playoffs are up next, but there's still one more thing to settle when it comes to last week's postseason openers. Who was the Grand Rapids area's top player? It's not an easy question because there were plenty of good choices. Check out the candidates below and vote for your favorite. Votes as many times as you want through 9 a.m. Friday. Just remember to have fun with ...",Vote for Grand Rapids Player of the Week 10,sports,more_sports,0.0038797266,0,Vote for Grand Rapids Area's Top Player in Playoffs,gpt-4o-mini,,8.574901585234329e-05,0.0,4.627315521240234,4.757728576660156,4.216681957244873,3.9282925128936768,4.7614850997924805,4.479791641235352,4.450850963592529,0.011079227551817894,4.453535079956055
39,39_c1,1,12305,N36484,A Hawaii man has fulfilled a dream shared by shore fishermen throughout the islands with the catch of an ulua weighing 100 pounds or more.,Hawaii angler lands rare giant ulua,sports,outdoors,0.00011624023,0,"Hawaii Man Catches 100-Pound Ulua, Fulfilling Fishermen's Dream",gpt-4o-mini,,0.00010462795034982264,0.0,4.750058174133301,4.791730880737305,4.591598033905029,4.198850631713867,4.805427551269531,4.716906547546387,4.627288818359375,0.10480155050754547,4.653384685516357
40,40_c1,1,60896,N37691,"UPDATE @ 12:16 a.m. (Oct. 25): The state patrol is working to determine who went left of center in the head-on collision along U.S. 127 south of Camden that left one dead and two others with serious, non-life threatening injuries, said Sgt. Dallas Root, Dayton Post.","1 dead, 2 injured in U.S. 127 head-on collision near Camden, state patrol says",autos,autosnews,8.773243e-05,0,Head-on Collision on U.S. 127 Leaves One Dead,gpt-4o-mini,,8.219201117753983e-05,0.0,4.745301246643066,4.801257133483887,4.530834674835205,4.12390661239624,4.825361728668213,4.701809883117676,4.60490608215332,0.033129192888736725,4.6131062507629395
41,41_c1,1,13702,N48354,"Losing Game 5 of the National League Division Series was crushing, but losing the tomahawk chop as well would be too much for Kevin Mooneyhan.","Online petition to keep divisive Braves tomahawk chop nears 60,000",finance,financenews,8.491244e-05,0,Kevin Mooneyhan Reflects on Loss in Game 5 and Tomahawk Chop,gpt-4o-mini,,0.00020765351655427366,0.0,4.401973724365234,4.573343276977539,3.8804678916931152,3.6903765201568604,4.575599670410156,4.249279022216797,4.217907905578613,0.09581852704286575,4.241655349731445
42,42_c2,2,36881,N54282,Fort Collins is celebrating the 20th anniversary of the city's climate action efforts with a free event at the Lincoln Center.,"Fort Collins, CSU hosting event to celebrate 20 years of climate action",weather,weathertopstories,8.906224e-05,0,Free Event at Lincoln Center Celebrates Climate Action Anniversary,gpt-4o-mini,,9.062774915946648e-05,0.0,4.7509918212890625,4.775521278381348,4.586617469787598,4.174816131591797,4.814608573913574,4.71708345413208,4.620931625366211,0.09618041664361954,4.644886016845703
43,43_c2,2,14091,N39969,"President Donald Trump on Monday equated the case of a hate crime allegation made by actor Jussie Smollett to the current impeachment process being imposed by Congress, calling both a ""scam.""",Trump equates the Smollett case to impeachment inquiry,news,newspolitics,0.00013501775,0,President Trump Calls Smollett's Allegation and Impeachment a Scam,gpt-4o-mini,,0.0006458788411691785,0.0,4.7478790283203125,4.801943778991699,4.556528091430664,4.132085800170898,4.821667671203613,4.710292816162109,4.6114373207092285,0.05846487730741501,4.6254072189331055
44,44_c2,2,688,N31254,"If you're apartment hunting, you know how hard it can be to find a bargain nearby. So what does the low-end rental price in Zilker look like these days?","The most affordable apartments for rent in Zilker, Austin",finance,finance-real-estate,0.058436096,0,Apartment Hunting in Zilker: Rental Prices Update,gpt-4o-mini,,0.00010891518468270078,0.0,4.520821571350098,4.700283050537109,4.071526527404785,3.8971939086914062,4.706972122192383,4.409189224243164,4.372380256652832,0.058140262961387634,4.386806488037109
45,45_c1,1,12679,N41926,"Often marketed as a natural solution to aches and pains, CBD can now be found in food, drinks, and even skincare products.",8 Questions to Ask Yourself Before Using CBD,health,wellness,0.9999633,1,"CBD Gains Popularity in Food, Drinks, and Skincare Products",gpt-4o-mini,,8.050378528423607e-05,0.0,4.736020088195801,4.790696620941162,4.496399402618408,4.169515609741211,4.808825492858887,4.699197292327881,4.6022162437438965,0.21498361229896545,4.655881404876709
46,46_c1,1,30935,N36043,"Eat the Frog Fitness and MOOYAH Burgers, Fries & Shakes are headed for Hill Center Brentwood.",2 more business openings on tap at Hill Center Brentwood,foodanddrink,newstrends,0.000101162725,0,Eat the Frog Fitness and MOOYAH to Open in Hill Center Brentwood,gpt-4o-mini,,0.0002731627319008112,0.0,4.750739097595215,4.79390811920166,4.562682151794434,4.195526123046875,4.813460826873779,4.707960605621338,4.623093605041504,0.10621586441993713,4.649374485015869
47,47_c2,2,61208,N33158,"LEBANON, Pa. -There's an unrepaired sinkhole in a Lebanon neighborhood and it's causing more problems than one. The location of it has people playing the blame game and now it's all falling back on one person. The hole on Elm Street is causing a whole lot of problems for Debbie Carpenter of Lebanon. ""I'm very stressed,"" Carpenter said. ""I'm very upset about this whole thing. I just want it to ...","City, resident at odds over sinkhole repair in Lebanon",news,newsus,6.3600986e-05,0,Debbie Carpenter Faces Stress from Unrepaired Sinkhole in Lebanon,gpt-4o-mini,,0.0001465797977289185,0.0,4.749241828918457,4.80052375793457,4.522068023681641,4.116642951965332,4.81320333480835,4.690519332885742,4.60006046295166,0.06771689653396606,4.616843223571777
48,48_c2,2,11581,N51345,"A fading piece of Americana, bobwhite quail are iconic in Texas. The tradition of hunting them with friends and family is a social experience that can be second to none. ""Once people do it and experience it, it's something they'll never forget. The first flush of wild quail, how your heart jumps in your throat you feel like you're about to have a heart attack,"" said Robert Perez, upland game bird program leader for the Texas Parks and Wildlife...",Texas quail rebounding after a dismal 2018,travel,traveltripideas,0.00018981566,0,Texas Celebrates Bobwhite Quail Hunting as Cultural Experience,gpt-4o-mini,,0.00017266141367144883,0.0,4.69276237487793,4.773044586181641,4.397398948669434,4.060346603393555,4.801914691925049,4.637693405151367,4.5448832511901855,0.11780370771884918,4.574161529541016
49,49_c3,3,31808,N54566,"Most machines you find at the gym are engineered to train specific muscles, but what if you only have 20, 30 minutes?",You Asked: What's the Most Effective Machine to Use at the Gym?,health,fitness,0.9998586,1,Optimizing Limited Time at the Gym for Muscle Training,gpt-4o-mini,,0.00018911455117631704,0.0,4.623880386352539,4.76814079284668,4.220025062561035,4.086461544036865,4.769102096557617,4.547258377075195,4.491578578948975,0.13469769060611725,4.525063514709473
50,50_c1,1,28111,N9557,Vice officers stormed the building in connection with a Design District massage parlor that was also raided,Critically Acclaimed Southlake Restaurant Raided By Police,foodanddrink,newstrends,0.00013959281,0,Vice Officers Raid Building Linked to Design District Massage Parlor,gpt-4o-mini,,8.546483877580613e-05,0.0,4.74899959564209,4.780916213989258,4.5868988037109375,4.171421051025391,4.804601669311523,4.718473434448242,4.619244575500488,0.08885358273983002,4.6413726806640625
